ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count
GO:0016233	telomere capping	4/30	27/18986	0.14814814814814814	93.75802469135802	19.187493182727266	8.665034630827993e-8	7.449522828447954e-7	3.3317311519119326e-7	RAD50/NBN/ATM/MRE11	4
GO:0010165	response to X-ray	4/30	28/18986	0.14285714285714285	90.4095238095238	18.834717738371236	1.009813016421052e-7	8.562661057049743e-7	3.82957207381019e-7	BRCA2/XRCC2/ATM/BLM	4
GO:0010833	telomere maintenance via telomere lengthening	5/30	75/18986	0.06666666666666667	42.19111111111111	14.219013595623041	1.1084087221594424e-7	9.148066653555932e-7	4.091389388462222e-7	RAD51/RAD50/ATM/ATR/MRE11	5
GO:0032206	positive regulation of telomere maintenance	5/30	75/18986	0.06666666666666667	42.19111111111111	14.219013595623041	1.1084087221594424e-7	9.148066653555932e-7	4.091389388462222e-7	RAD50/NBN/ATM/ATR/MRE11	5
GO:0030330	DNA damage response, signal transduction by p53 class mediator	5/30	76/18986	0.06578947368421052	41.6359649122807	14.12095881778899	1.1851622013904487e-7	9.652834245535366e-7	4.317142090937507e-7	BRCA2/CHEK2/NBN/ATM/ATR	5
GO:0046777	protein autophosphorylation	6/30	180/18986	0.03333333333333333	21.095555555555556	10.77657192459755	3.2833844779034544e-7	2.6394999893795302e-6	1.1804923003261907e-6	CHEK2/RAD50/NBN/ATM/ATR/MRE11	6
GO:0072331	signal transduction by p53 class mediator	6/30	183/18986	0.03278688524590164	20.749726775956283	10.679862019070523	3.618930437594452e-7	2.8719460780396996e-6	1.2844516937750889e-6	BRCA2/CHEK2/NBN/ATM/ATR/CHEK1	6
GO:1990918	double-strand break repair involved in meiotic recombination	3/30	11/18986	0.2727272727272727	172.6	22.64724153416606	5.824002823400316e-7	4.563364237575691e-6	2.0409230413781255e-6	FANCD2/RAD51/BRIP1	3
GO:0032204	regulation of telomere maintenance	5/30	112/18986	0.044642857142857144	28.252976190476193	11.507568025780017	8.27198608422926e-7	6.40044923267239e-6	2.862542552831967e-6	RAD50/NBN/ATM/ATR/MRE11	5
GO:2001252	positive regulation of chromosome organization	5/30	116/18986	0.04310344827586207	27.27873563218391	11.293799892331862	9.846287544322566e-7	7.524508629550208e-6	3.3652678676502073e-6	RAD50/NBN/ATM/ATR/MRE11	5
GO:1904353	regulation of telomere capping	3/30	14/18986	0.21428571428571427	135.6142857142857	20.044313610658925	1.280704090925435e-6	9.667754052229808e-6	4.3238148384260515e-6	RAD50/NBN/ATM	3
GO:0001833	inner cell mass cell proliferation	3/30	15/18986	0.2	126.57333333333334	19.354881571621224	1.5991729330963007e-6	1.19263619950194e-5	5.333956644316133e-6	BRCA2/PALB2/CHEK1	3
GO:0007140	male meiotic nuclear division	4/30	55/18986	0.07272727272727272	46.026666666666664	13.303225180177911	1.633000978021264e-6	1.2033661968990028e-5	5.381945579192887e-6	BRCA2/FANCA/ATM/RAD51C	4
GO:0031573	mitotic intra-S DNA damage checkpoint signaling	3/30	17/18986	0.17647058823529413	111.68235294117648	18.1623986360374	2.384878337727049e-6	1.7367525777094627e-5	7.767467527210079e-6	FANCD2/CHEK2/MRE11	3
GO:0001701	in utero embryonic development	7/30	403/18986	0.017369727047146403	10.992721257237386	8.066236677611686	2.460565895503026e-6	1.7710352201353177e-5	7.920793519183547e-6	BRCA2/RAD51B/RBBP8/XRCC2/PALB2/NBN/CHEK1	7
GO:0007004	telomere maintenance via telomerase	4/30	62/18986	0.06451612903225806	40.83010752688172	12.496644979008538	2.650592279442608e-6	1.885881173534453e-5	8.434431572817977e-6	RAD50/ATM/ATR/MRE11	4
GO:0033044	regulation of chromosome organization	6/30	258/18986	0.023255813953488372	14.71782945736434	8.825557119031519	2.6830316646174642e-6	1.8872688640888754e-5	8.440637892277429e-6	XRCC3/RAD50/NBN/ATM/ATR/MRE11	6
GO:0007098	centrosome cycle	5/30	143/18986	0.03496503496503497	22.12820512820513	10.089001286777181	2.7669633409642483e-6	1.9244385483785054e-5	8.606875915713745e-6	XRCC3/BRCA2/XRCC2/BRCA1/CHEK1	5
GO:0007059	chromosome segregation	7/30	429/18986	0.016317016317016316	10.326495726495725	7.772949315972749	3.718462050834027e-6	2.5574755660736255e-5	1.1438076249933906e-5	XRCC3/FANCD2/CHEK2/BRCA1/BRIP1/ATM/MRE11	7
GO:0045143	homologous chromosome segregation	4/30	68/18986	0.058823529411764705	37.227450980392156	11.905487992559337	3.844170600007358e-6	2.6148808806643456e-5	1.1694816284579932e-5	FANCD2/BRIP1/ATM/MRE11	4
GO:0006278	RNA-templated DNA biosynthetic process	4/30	69/18986	0.057971014492753624	36.68792270531401	11.814416063083582	4.076264052762397e-6	2.7426167920216565e-5	1.226610349973124e-5	RAD50/ATM/ATR/MRE11	4
GO:0031023	microtubule organizing center organization	5/30	156/18986	0.03205128205128205	20.284188034188034	9.621240588849066	4.239525855846231e-6	2.821791940611631e-5	1.2620207131721095e-5	XRCC3/BRCA2/XRCC2/BRCA1/CHEK1	5
GO:0031954	positive regulation of protein autophosphorylation	3/30	21/18986	0.14285714285714285	90.4095238095238	16.308333490217247	4.644678795200751e-6	3.058570398116239e-5	1.3679177190792804e-5	RAD50/NBN/MRE11	3
GO:0071897	DNA biosynthetic process	5/30	175/18986	0.02857142857142857	18.08190476190476	9.031127152202576	7.4281836038647675e-6	4.84004805346557e-5	2.164667354921256e-5	RAD50/ATM/ATR/MRE11/CHEK1	5
GO:0010569	regulation of double-strand break repair via homologous recombination	4/30	82/18986	0.04878048780487805	30.871544715447154	10.784011227783754	8.130413484502309e-6	5.2424228613613844e-5	2.3446258184474856e-5	RAD51/FANCB/NBN/CHEK1	4
GO:0061053	somite development	4/30	83/18986	0.04819277108433735	30.499598393574296	10.714757851921688	8.532721604682682e-6	5.445107910617093e-5	2.4352748584173033e-5	RAD51B/XRCC2/PALB2/ATM	4
GO:0098813	nuclear chromosome segregation	6/30	324/18986	0.018518518518518517	11.719753086419752	7.742313858201675	9.910690859229572e-6	6.2599159610848e-5	2.7996903286545403e-5	XRCC3/FANCD2/CHEK2/BRIP1/ATM/MRE11	6
GO:0071480	cellular response to gamma radiation	3/30	28/18986	0.10714285714285714	67.80714285714285	14.073374121776697	1.1355473299626468e-5	7.100038356029074e-5	3.175427408614312e-5	CHEK2/ATM/ATR	3
GO:0045132	meiotic chromosome segregation	4/30	97/18986	0.041237113402061855	26.097594501718213	9.858391479136998	1.5843473664836666e-5	9.807110198533897e-5	4.386140604054782e-5	FANCD2/BRIP1/ATM/MRE11	4
GO:2001251	negative regulation of chromosome organization	4/30	101/18986	0.039603960396039604	25.064026402640263	9.646351118589779	1.8588078479036846e-5	1.1392099582696839e-4	5.0950126524092654e-5	XRCC3/RAD50/NBN/ATM	4
GO:0031952	regulation of protein autophosphorylation	3/30	33/18986	0.09090909090909091	57.53333333333333	12.93049527498559	1.8811347677211043e-5	1.1415906090385917e-4	5.1056598958787455e-5	RAD50/NBN/MRE11	3
GO:0010639	negative regulation of organelle organization	6/30	371/18986	0.016172506738544475	10.235040431266846	7.146391653395788	2.1347501881662667e-5	1.2829226858979798e-4	5.737754721387104e-5	XRCC3/BRCA1/RAD50/NBN/ATM/CHEK1	6
