ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count
GO:0008630	intrinsic apoptotic signaling pathway in response to DNA damage	4/30	106/18986	0.03773584905660377	23.881761006289306	9.397967978755117	2.249248609691975e-5	1.3387354705762813e-4	5.987372311224589e-5	BRCA2/CHEK2/BRCA1/ATM	4
GO:1901796	regulation of signal transduction by p53 class mediator	4/30	110/18986	0.03636363636363636	23.013333333333332	9.21127495679287	2.602521838725566e-5	1.534248588734405e-4	6.861786903106003e-5	CHEK2/ATM/ATR/CHEK1	4
GO:0022616	DNA strand elongation	3/30	37/18986	0.08108108108108109	51.31351351351351	12.186666837689627	2.667559884777228e-5	1.5577543100727398e-4	6.966914098276175e-5	RAD50/NBN/MRE11	3
GO:0032205	negative regulation of telomere maintenance	3/30	39/18986	0.07692307692307693	48.68205128205128	11.857949173999977	3.130874972280606e-5	1.7944551924460142e-4	8.025537209647166e-5	RAD50/NBN/ATM	3
GO:0071312	cellular response to alkaloid	3/30	39/18986	0.07692307692307693	48.68205128205128	11.857949173999977	3.130874972280606e-5	1.7944551924460142e-4	8.025537209647166e-5	RAD51/BLM/CHEK1	3
GO:0033260	nuclear DNA replication	3/30	41/18986	0.07317073170731707	46.30731707317073	11.553286610200379	3.6441663760547765e-5	2.0694853089705566e-4	9.255584325469881e-5	BRCA2/RAD51/BLM	3
GO:0044786	cell cycle DNA replication	3/30	45/18986	0.06666666666666667	42.19111111111111	11.005274765776768	4.8302704052464426e-5	2.7181248916795887e-4	1.2156565708897746e-4	BRCA2/RAD51/BLM	3
GO:0007129	homologous chromosome pairing at meiosis	3/30	54/18986	0.05555555555555555	35.15925925925926	9.999992046329723	8.362665377024888e-5	4.6635043859264916e-4	2.0857098095377388e-4	FANCD2/BRIP1/MRE11	3
GO:0045839	negative regulation of mitotic nuclear division	3/30	59/18986	0.05084745762711865	32.179661016949154	9.542212461863858	1.0902161924778415e-4	6.025391278069499e-4	2.694801302835266e-4	XRCC3/ATM/CHEK1	3
GO:0072711	cellular response to hydroxyurea	2/30	11/18986	0.18181818181818182	115.06666666666666	15.054168712104943	1.315812314220611e-4	7.144630021952265e-4	3.1953706245615944e-4	RAD51/BLM	2
GO:0090657	telomeric loop disassembly	2/30	11/18986	0.18181818181818182	115.06666666666666	15.054168712104943	1.315812314220611e-4	7.144630021952265e-4	3.1953706245615944e-4	XRCC3/BLM	2
GO:0001756	somitogenesis	3/30	65/18986	0.046153846153846156	29.20923076923077	9.06292648536008	1.4555104952829572e-4	7.834443448523047e-4	3.5038833891022213e-4	XRCC2/PALB2/ATM	3
GO:0097193	intrinsic apoptotic signaling pathway	5/30	327/18986	0.01529051987767584	9.676860346585118	6.296292271959496	1.4702975557043295e-4	7.845811956732586e-4	3.508967850728118e-4	BRCA2/CHEK2/BRCA1/NBN/ATM	5
GO:0072710	response to hydroxyurea	2/30	12/18986	0.16666666666666666	105.47777777777777	14.402161600823371	1.5774233659839122e-4	8.345513363624287e-4	3.7324547481220775e-4	RAD51/BLM	2
GO:0051784	negative regulation of nuclear division	3/30	67/18986	0.04477611940298507	28.337313432835817	8.917368690009052	1.5928989829569405e-4	8.355970088562255e-4	3.737131422994428e-4	XRCC3/ATM/CHEK1	3
GO:0002562	somatic diversification of immune receptors via germline recombination within a single locus	3/30	72/18986	0.041666666666666664	26.369444444444444	8.579818303969514	1.9725679519969874e-4	0.0010091070762695332	4.5131393769048077e-4	EXO1/NBN/ATM	3
GO:0006303	double-strand break repair via nonhomologous end joining	3/30	72/18986	0.041666666666666664	26.369444444444444	8.579818303969514	1.9725679519969874e-4	0.0010091070762695332	4.5131393769048077e-4	NBN/ATM/MRE11	3
GO:0016444	somatic cell DNA recombination	3/30	72/18986	0.041666666666666664	26.369444444444444	8.579818303969514	1.9725679519969874e-4	0.0010091070762695332	4.5131393769048077e-4	EXO1/NBN/ATM	3
GO:0051298	centrosome duplication	3/30	76/18986	0.039473684210526314	24.98157894736842	8.33357567446375	2.315258461140392e-4	0.0011747090061031988	5.253778906642994e-4	XRCC3/BRCA2/BRCA1	3
GO:0045787	positive regulation of cell cycle	5/30	365/18986	0.0136986301369863	8.669406392694064	5.885715442634085	2.45091566682809e-4	0.0012334282908671443	5.516395553066218e-4	XRCC3/BRCA2/RAD51B/CHEK1/RAD51C	5
GO:0002200	somatic diversification of immune receptors	3/30	78/18986	0.038461538461538464	24.34102564102564	8.217449017423071	2.500154341447311e-4	0.0012480609172224883	5.581838640073368e-4	EXO1/NBN/ATM	3
GO:0006978	DNA damage response, signal transduction by p53 class mediator resulting in transcription of p21 class mediator	2/30	16/18986	0.125	79.10833333333333	12.434154945925288	2.856789543234617e-4	0.0013815255681736156	6.178747120647238e-4	BRCA2/CHEK2	2
GO:0023035	CD40 signaling pathway	2/30	16/18986	0.125	79.10833333333333	12.434154945925288	2.856789543234617e-4	0.0013815255681736156	6.178747120647238e-4	FANCD2/FANCA	2
GO:0085020	protein K6-linked ubiquitination	2/30	16/18986	0.125	79.10833333333333	12.434154945925288	2.856789543234617e-4	0.0013815255681736156	6.178747120647238e-4	BARD1/BRCA1	2
GO:1900034	regulation of cellular response to heat	2/30	16/18986	0.125	79.10833333333333	12.434154945925288	2.856789543234617e-4	0.0013815255681736156	6.178747120647238e-4	ATM/ATR	2
GO:0006289	nucleotide-excision repair	3/30	83/18986	0.03614457831325301	22.874698795180723	7.945264120108782	3.0035343545910297e-4	0.0014412308259626723	6.445773441513185e-4	FANCC/BRCA2/BRIP1	3
GO:0042772	DNA damage response, signal transduction resulting in transcription	2/30	17/18986	0.11764705882352941	74.45490196078431	12.053567490490948	3.2345149778822686e-4	0.0015167914934160033	6.783711636228362e-4	BRCA2/CHEK2	2
GO:0043517	positive regulation of DNA damage response, signal transduction by p53 class mediator	2/30	17/18986	0.11764705882352941	74.45490196078431	12.053567490490948	3.2345149778822686e-4	0.0015167914934160033	6.783711636228362e-4	ATM/ATR	2
GO:1902969	mitotic DNA replication	2/30	17/18986	0.11764705882352941	74.45490196078431	12.053567490490948	3.2345149778822686e-4	0.0015167914934160033	6.783711636228362e-4	BRCA2/RAD51	2
GO:2000278	regulation of DNA biosynthetic process	3/30	94/18986	0.031914893617021274	20.19787234042553	7.422849169158497	4.330804500671426e-4	0.0020156150270042197	9.014654401872455e-4	ATM/ATR/CHEK1	3
GO:0008406	gonad development	4/30	236/18986	0.01694915254237288	10.726553672316385	5.981456258638545	4.947187350533072e-4	0.002264303721041943	0.0010126891907729458	BRCA2/FANCA/BRIP1/ATM	4
GO:0006268	DNA unwinding involved in DNA replication	2/30	21/18986	0.09523809523809523	60.27301587301587	10.811422191302594	4.974883781287628e-4	0.002264303721041943	0.0010126891907729458	RAD51/BLM	2
GO:0006977	DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest	2/30	21/18986	0.09523809523809523	60.27301587301587	10.811422191302594	4.974883781287628e-4	0.002264303721041943	0.0010126891907729458	CHEK2/ATM	2
GO:0045137	development of primary sexual characteristics	4/30	241/18986	0.016597510373443983	10.504011065006916	5.9069774135800985	5.35341938525779e-4	0.002418807736842753	0.001081789702898808	BRCA2/FANCA/BRIP1/ATM	4
GO:0035282	segmentation	3/30	102/18986	0.029411764705882353	18.613725490196078	7.095726893931507	5.500395596252853e-4	0.0024672064304931277	0.0011034355772803206	XRCC2/PALB2/ATM	3
GO:0008585	female gonad development	3/30	103/18986	0.02912621359223301	18.433009708737863	7.057454158700722	5.659382148192042e-4	0.0025022553926649102	0.0011191109059958699	BRCA2/FANCA/ATM	3
GO:0043279	response to alkaloid	3/30	103/18986	0.02912621359223301	18.433009708737863	7.057454158700722	5.659382148192042e-4	0.0025022553926649102	0.0011191109059958699	RAD51/BLM/CHEK1	3
GO:0046545	development of primary female sexual characteristics	3/30	107/18986	0.028037383177570093	17.74392523364486	6.909589550212302	6.324712968796509e-4	0.002776593849422013	0.0012418062790544842	BRCA2/FANCA/ATM	3
GO:0097306	cellular response to alcohol	3/30	110/18986	0.02727272727272727	17.259999999999998	6.803846038648641	6.855177348735997e-4	0.0029882780132870295	0.001336480090969286	RAD51/BRCA1/BLM	3
GO:0097150	neuronal stem cell population maintenance	2/30	25/18986	0.08	50.629333333333335	9.878031453502683	7.079113298506458e-4	0.003064315476766082	0.0013704871531153465	FANCC/FANCD2	2
GO:0032212	positive regulation of telomere maintenance via telomerase	2/30	26/18986	0.07692307692307693	48.68205128205128	9.678655145758052	7.661513135482325e-4	0.0032706735385265922	0.001462778914433286	ATM/ATR	2
GO:0070198	protein localization to chromosome, telomeric region	2/30	26/18986	0.07692307692307693	48.68205128205128	9.678655145758052	7.661513135482325e-4	0.0032706735385265922	0.001462778914433286	BRCA2/ATR	2
GO:0007141	male meiosis I	2/30	28/18986	0.07142857142857142	45.2047619047619	9.312030505182156	8.893449843456792e-4	0.003744928879659697	0.0016748852909625033	BRCA2/RAD51C	2
GO:0010971	positive regulation of G2/M transition of mitotic cell cycle	2/30	28/18986	0.07142857142857142	45.2047619047619	9.312030505182156	8.893449843456792e-4	0.003744928879659697	0.0016748852909625033	RAD51B/RAD51C	2
GO:0007088	regulation of mitotic nuclear division	3/30	121/18986	0.024793388429752067	15.690909090909091	6.4491953140170555	9.040824382315335e-4	0.003781263711252157	0.0016911357130504501	XRCC3/ATM/CHEK1	3
GO:0046660	female sex differentiation	3/30	122/18986	0.02459016393442623	15.562295081967214	6.419266804032901	9.258892802558871e-4	0.0038464796273717725	0.0017203029368230186	BRCA2/FANCA/ATM	3
GO:1904358	positive regulation of telomere maintenance via telomere lengthening	2/30	29/18986	0.06896551724137931	43.64597701149425	9.142918331067145	9.542851891809362e-4	0.003938016880686664	0.001761242138628675	ATM/ATR	2
GO:0140014	mitotic nuclear division	4/30	282/18986	0.014184397163120567	8.976832151300236	5.368838486365312	9.630396876531925e-4	0.003947824944750504	0.00176562870584029	XRCC3/CHEK2/ATM/CHEK1	4
GO:0034502	protein localization to chromosome	3/30	126/18986	0.023809523809523808	15.068253968253968	6.302998536595793	0.001016453736932963	0.004139374099746738	0.0018512973186521416	BRCA2/NBN/ATR	3
GO:0006275	regulation of DNA replication	3/30	127/18986	0.023622047244094488	14.949606299212599	6.274759127239894	0.001039939038396542	0.004207335063839604	0.0018816922400983179	NBN/ATR/BLM	3
GO:1901798	positive regulation of signal transduction by p53 class mediator	2/30	31/18986	0.06451612903225806	40.83010752688172	8.829233643184795	0.0010908187407303747	0.004348190601749948	0.0019446885949498107	ATM/ATR	2
GO:1902751	positive regulation of cell cycle G2/M phase transition	2/30	31/18986	0.06451612903225806	40.83010752688172	8.829233643184795	0.0010908187407303747	0.004348190601749948	0.0019446885949498107	RAD51B/RAD51C	2
GO:0007548	sex differentiation	4/30	292/18986	0.0136986301369863	8.669406392694064	5.254055254577113	0.001095828326127612	0.004348190601749948	0.0019446885949498107	BRCA2/FANCA/BRIP1/ATM	4
GO:0031571	mitotic G1 DNA damage checkpoint signaling	2/30	33/18986	0.06060606060606061	38.35555555555556	8.544089055523104	0.001236178520668353	0.004843003191732345	0.0021659890135628033	CHEK2/ATM	2
GO:0044819	mitotic G1/S transition checkpoint signaling	2/30	33/18986	0.06060606060606061	38.35555555555556	8.544089055523104	0.001236178520668353	0.004843003191732345	0.0021659890135628033	CHEK2/ATM	2
GO:0045931	positive regulation of mitotic cell cycle	3/30	136/18986	0.022058823529411766	13.96029411764706	6.0342210067968125	0.0012669101617374964	0.004932184843493775	0.0022058746940546944	BRCA2/RAD51B/RAD51C	3
GO:0045739	positive regulation of DNA repair	3/30	138/18986	0.021739130434782608	13.757971014492755	5.983855477198483	0.0013212459919652603	0.0051115704314156005	0.0022861032624135755	FANCB/BRCA1/NBN	3
GO:0048608	reproductive structure development	4/30	309/18986	0.012944983818770227	8.192448759439051	5.071016632157192	0.0013503798710671235	0.0051918331688853995	0.0023220000398212056	BRCA2/FANCA/BRIP1/ATM	4
GO:0061458	reproductive system development	4/30	313/18986	0.012779552715654952	8.087752928647497	5.029980117294111	0.0014158134303042043	0.005409805638014213	0.0024194862389214145	BRCA2/FANCA/BRIP1/ATM	4
GO:0043516	regulation of DNA damage response, signal transduction by p53 class mediator	2/30	38/18986	0.05263157894736842	33.30877192982456	7.930912144782929	0.0016378431663041314	0.006144393454195499	0.0027480239409121946	ATM/ATR	2
GO:0045589	regulation of regulatory T cell differentiation	2/30	38/18986	0.05263157894736842	33.30877192982456	7.930912144782929	0.0016378431663041314	0.006144393454195499	0.0027480239409121946	FANCD2/FANCA	2
GO:0048854	brain morphogenesis	2/30	38/18986	0.05263157894736842	33.30877192982456	7.930912144782929	0.0016378431663041314	0.006144393454195499	0.0027480239409121946	FANCC/FANCD2	2
GO:0051783	regulation of nuclear division	3/30	151/18986	0.019867549668874173	12.573509933774835	5.680196085470354	0.0017104096452164243	0.006377973315596185	0.0028524904038802765	XRCC3/ATM/CHEK1	3
GO:2000780	negative regulation of double-strand break repair	2/30	39/18986	0.05128205128205128	32.45470085470085	7.822403482855581	0.0017246828644977173	0.006392686785174174	0.0028590708689751	FANCB/MRE11	2
GO:0045738	negative regulation of DNA repair	2/30	41/18986	0.04878048780487805	30.871544715447154	7.617191656473986	0.001904816336404146	0.00701834114425099	0.0031388890756534485	FANCB/MRE11	2
GO:0035264	multicellular organism growth	3/30	158/18986	0.0189873417721519	12.016455696202533	5.531729294879939	0.0019466936005884763	0.0071301972707944776	0.0031889157082203006	XRCC2/PALB2/ATM	3
GO:0045066	regulatory T cell differentiation	2/30	42/18986	0.047619047619047616	30.136507936507936	7.5200180035595885	0.0019980970006490627	0.007275423784716293	0.003253866942233458	FANCD2/FANCA	2
GO:1905168	positive regulation of double-strand break repair via homologous recombination	2/30	43/18986	0.046511627906976744	29.43565891472868	7.426184288154997	0.0020935115676964655	0.007578267019907089	0.003389310817507974	FANCB/NBN	2
GO:0010824	regulation of centrosome duplication	2/30	47/18986	0.0425531914893617	26.93049645390071	7.0806612359463195	0.0024963786872383084	0.008932129522546317	0.003994813475775328	XRCC3/BRCA1	2
GO:0042771	intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator	2/30	47/18986	0.0425531914893617	26.93049645390071	7.0806612359463195	0.0024963786872383084	0.008932129522546317	0.003994813475775328	BRCA2/CHEK2	2
GO:0032210	regulation of telomere maintenance via telomerase	2/30	48/18986	0.041666666666666664	26.369444444444444	7.0009519596456995	0.0026023652588055175	0.009257839627589743	0.004140484350065645	ATM/ATR	2
GO:0007094	mitotic spindle assembly checkpoint signaling	2/30	49/18986	0.04081632653061224	25.831292517006798	6.92363802653197	0.002710446827642825	0.009425654979274768	0.004215538235778018	XRCC3/ATM	2
GO:0071173	spindle assembly checkpoint signaling	2/30	49/18986	0.04081632653061224	25.831292517006798	6.92363802653197	0.002710446827642825	0.009425654979274768	0.004215538235778018	XRCC3/ATM	2
GO:0071174	mitotic spindle checkpoint signaling	2/30	49/18986	0.04081632653061224	25.831292517006798	6.92363802653197	0.002710446827642825	0.009425654979274768	0.004215538235778018	XRCC3/ATM	2
GO:2000785	regulation of autophagosome assembly	2/30	49/18986	0.04081632653061224	25.831292517006798	6.92363802653197	0.002710446827642825	0.009425654979274768	0.004215538235778018	CHEK2/ATM	2
GO:0031577	spindle checkpoint signaling	2/30	50/18986	0.04	25.314666666666668	6.848599628235314	0.002820616958506664	0.00969978831842014	0.004338141871855278	XRCC3/ATM	2
GO:0090329	regulation of DNA-templated DNA replication	2/30	50/18986	0.04	25.314666666666668	6.848599628235314	0.002820616958506664	0.00969978831842014	0.004338141871855278	NBN/BLM	2
GO:0033046	negative regulation of sister chromatid segregation	2/30	51/18986	0.0392156862745098	24.81830065359477	6.775725202778809	0.002932869230088137	0.00986655463817694	0.004412726587604005	XRCC3/ATM	2
GO:0033048	negative regulation of mitotic sister chromatid segregation	2/30	51/18986	0.0392156862745098	24.81830065359477	6.775725202778809	0.002932869230088137	0.00986655463817694	0.004412726587604005	XRCC3/ATM	2
GO:0045841	negative regulation of mitotic metaphase/anaphase transition	2/30	51/18986	0.0392156862745098	24.81830065359477	6.775725202778809	0.002932869230088137	0.00986655463817694	0.004412726587604005	XRCC3/ATM	2
GO:2000816	negative regulation of mitotic sister chromatid separation	2/30	51/18986	0.0392156862745098	24.81830065359477	6.775725202778809	0.002932869230088137	0.00986655463817694	0.004412726587604005	XRCC3/ATM	2
GO:0045910	negative regulation of DNA recombination	2/30	52/18986	0.038461538461538464	24.34102564102564	6.70491071825292	0.0030471972349873557	0.01019575723490364	0.004559959446951206	FANCB/BLM	2
GO:0007281	germ cell development	4/30	390/18986	0.010256410256410256	6.4909401709401715	4.358748636435515	0.00314877223867878	0.01036119071336909	0.00463394806158672	FANCC/BRCA2/BRIP1/ATM	4
GO:1902100	negative regulation of metaphase/anaphase transition of cell cycle	2/30	53/18986	0.03773584905660377	23.881761006289306	6.636059031131441	0.003163594579687816	0.01036119071336909	0.00463394806158672	XRCC3/ATM	2
GO:1905819	negative regulation of chromosome separation	2/30	53/18986	0.03773584905660377	23.881761006289306	6.636059031131441	0.003163594579687816	0.01036119071336909	0.00463394806158672	XRCC3/ATM	2
GO:2000573	positive regulation of DNA biosynthetic process	2/30	53/18986	0.03773584905660377	23.881761006289306	6.636059031131441	0.003163594579687816	0.01036119071336909	0.00463394806158672	ATM/ATR	2
GO:0051985	negative regulation of chromosome segregation	2/30	54/18986	0.037037037037037035	23.439506172839504	6.569079310205972	0.003282054884530798	0.01069258933433981	0.004782163072751245	XRCC3/ATM	2
GO:0002204	somatic recombination of immunoglobulin genes involved in immune response	2/30	55/18986	0.03636363636363636	23.013333333333332	6.503886518351711	0.0034025717836898483	0.010912911575668477	0.004880700186039979	EXO1/NBN	2
GO:0002208	somatic diversification of immunoglobulins involved in immune response	2/30	55/18986	0.03636363636363636	23.013333333333332	6.503886518351711	0.0034025717836898483	0.010912911575668477	0.004880700186039979	EXO1/NBN	2
GO:0045190	isotype switching	2/30	55/18986	0.03636363636363636	23.013333333333332	6.503886518351711	0.0034025717836898483	0.010912911575668477	0.004880700186039979	EXO1/NBN	2
GO:0000070	mitotic sister chromatid segregation	3/30	194/18986	0.015463917525773196	9.78659793814433	4.893591299486571	0.003480810060311754	0.011106296017180288	0.004967189614009719	XRCC3/CHEK2/ATM	3
GO:0046605	regulation of centrosome cycle	2/30	56/18986	0.03571428571428571	22.60238095238095	6.4404009453847655	0.003525138925145263	0.011190056382897015	0.005004650673755488	XRCC3/BRCA1	2
GO:1904356	regulation of telomere maintenance via telomere lengthening	2/30	57/18986	0.03508771929824561	22.205847953216374	6.3785477861615565	0.003649749970658642	0.011526506284886221	0.005155124824292281	ATM/ATR	2
GO:0033047	regulation of mitotic sister chromatid segregation	2/30	58/18986	0.034482758620689655	21.822988505747126	6.318256758830459	0.0037763985957474703	0.011865942795775046	0.005306934708424177	XRCC3/ATM	2
GO:0002520	immune system development	3/30	202/18986	0.01485148514851485	9.3990099009901	4.774218773862296	0.003898631919253266	0.012086217925496882	0.005405450751476371	EXO1/NBN/ATM	3
GO:0002381	immunoglobulin production involved in immunoglobulin-mediated immune response	2/30	59/18986	0.03389830508474576	21.45310734463277	6.259461758795306	0.0039050784896597357	0.012086217925496882	0.005405450751476371	EXO1/NBN	2
GO:0007062	sister chromatid cohesion	2/30	59/18986	0.03389830508474576	21.45310734463277	6.259461758795306	0.0039050784896597357	0.012086217925496882	0.005405450751476371	MRE11/RAD51C	2
GO:0044088	regulation of vacuole organization	2/30	60/18986	0.03333333333333333	21.095555555555556	6.202100544507649	0.004035783355348632	0.01242860645254131	0.005558580897914062	CHEK2/ATM	2
GO:0010965	regulation of mitotic sister chromatid separation	2/30	62/18986	0.03225806451612903	20.41505376344086	6.091448132956594	0.004303242882243222	0.013186670020339377	0.005897617915737193	XRCC3/ATM	2
GO:0022412	cellular process involved in reproduction in multicellular organism	4/30	427/18986	0.00936768149882904	5.928493364558938	4.0977306285050386	0.00435108952524799	0.013267607961224167	0.005933816671714915	FANCC/BRCA2/BRIP1/ATM	4
GO:0016447	somatic recombination of immunoglobulin gene segments	2/30	63/18986	0.031746031746031744	20.09100529100529	6.0380493203270555	0.004439985017653802	0.01347230748003776	0.006025366664824302	EXO1/NBN	2
GO:0048599	oocyte development	2/30	64/18986	0.03125	19.777083333333334	5.985868608094932	0.004578727073200413	0.013825522235663686	0.006183338743269364	BRCA2/ATM	2
GO:0051306	mitotic sister chromatid separation	2/30	65/18986	0.03076923076923077	19.472820512820515	5.934859254211039	0.004719462819983649	0.01418129847364019	0.006342456421337249	XRCC3/ATM	2
GO:0009952	anterior/posterior pattern specification	3/30	220/18986	0.013636363636363636	8.629999999999999	4.528377255923679	0.004947320953853062	0.0147941626591065	0.006616554339503459	XRCC2/PALB2/ATM	3
GO:0009994	oocyte differentiation	2/30	68/18986	0.029411764705882353	18.613725490196078	5.788428157456187	0.0051535701219202765	0.01526344452377345	0.006826436374036931	BRCA2/ATM	2
GO:0016445	somatic diversification of immunoglobulins	2/30	68/18986	0.029411764705882353	18.613725490196078	5.788428157456187	0.0051535701219202765	0.01526344452377345	0.006826436374036931	EXO1/NBN	2
GO:0034605	cellular response to heat	2/30	69/18986	0.028985507246376812	18.343961352657004	5.741684022752617	0.0053022186153624295	0.01562892058528259	0.0069898922097259095	ATM/ATR	2
GO:0043549	regulation of kinase activity	4/30	460/18986	0.008695652173913044	5.5031884057971014	3.889562743181398	0.0056582884256384134	0.016599433817394208	0.007423945402558756	RAD50/NBN/MRE11/BLM	4
GO:1902115	regulation of organelle assembly	3/30	234/18986	0.01282051282051282	8.113675213675213	4.355828202723254	0.005870349987024735	0.01714031434890713	0.0076658492879220705	CHEK2/BRCA1/ATM	3
GO:0000819	sister chromatid segregation	3/30	235/18986	0.01276595744680851	8.079148936170212	4.344055265286321	0.005939963995127873	0.017262148887249546	0.007720338674171635	XRCC3/CHEK2/ATM	3
GO:0045911	positive regulation of DNA recombination	2/30	77/18986	0.025974025974025976	16.43809523809524	5.400044957695152	0.006561550804801608	0.01889116254963812	0.008448900179499744	FANCB/NBN	2
GO:1905818	regulation of chromosome separation	2/30	77/18986	0.025974025974025976	16.43809523809524	5.400044957695152	0.006561550804801608	0.01889116254963812	0.008448900179499744	XRCC3/ATM	2
GO:0034599	cellular response to oxidative stress	3/30	251/18986	0.01195219123505976	7.56414342629482	4.164670550633116	0.007121944231129062	0.020409645736430046	0.009128027937558202	FANCC/FANCD2/ATM	3
GO:0000082	G1/S transition of mitotic cell cycle	3/30	256/18986	0.01171875	7.41640625	4.111833544735095	0.007517971013048869	0.021445272152429726	0.009591202408109883	RBBP8/CHEK2/ATM	3
GO:0033674	positive regulation of kinase activity	3/30	258/18986	0.011627906976744186	7.35891472868217	4.091096578176738	0.007679982219906425	0.021806921991385675	0.00975294700065374	RAD50/NBN/MRE11	3
GO:0051304	chromosome separation	2/30	84/18986	0.023809523809523808	15.068253968253968	5.140655983727825	0.007764057399488693	0.021944984156545666	0.009814694045015747	XRCC3/ATM	2
GO:0000209	protein polyubiquitination	3/30	263/18986	0.011406844106463879	7.219011406844107	4.040211375290399	0.008094068067345944	0.022756142290088384	0.010177477123192322	BARD1/BRCA1/NBN	3
GO:0072332	intrinsic apoptotic signaling pathway by p53 class mediator	2/30	86/18986	0.023255813953488372	14.71782945736434	5.072199196844417	0.008124567764312654	0.022756142290088384	0.010177477123192322	BRCA2/CHEK2	2
GO:2000134	negative regulation of G1/S transition of mitotic cell cycle	2/30	89/18986	0.02247191011235955	14.221722846441946	4.9736955662263425	0.008679268840441045	0.02420030365870724	0.01082336512582264	CHEK2/ATM	2
GO:0090068	positive regulation of cell cycle process	3/30	274/18986	0.010948905109489052	6.929197080291971	3.9328161186984723	0.009051010415937836	0.025123656715092018	0.01123632636012108	XRCC3/RAD51B/RAD51C	3
GO:0097305	response to alcohol	3/30	275/18986	0.01090909090909091	6.904	3.9233474830588593	0.009141163363163686	0.025260625543742508	0.01129758441969948	RAD51/BRCA1/BLM	3
GO:0030071	regulation of mitotic metaphase/anaphase transition	2/30	93/18986	0.021505376344086023	13.610035842293907	4.849532911981707	0.009444635295898927	0.025983241102939716	0.011620767638930609	XRCC3/ATM	2
GO:2000781	positive regulation of double-strand break repair	2/30	94/18986	0.02127659574468085	13.465248226950354	4.819682921316995	0.00964053866211267	0.026404838194016563	0.0118093230933192	FANCB/NBN	2
GO:0042113	B cell activation	3/30	284/18986	0.01056338028169014	6.685211267605634	3.8402043026632056	0.00997644396729063	0.027204488175122908	0.012166959255262857	EXO1/NBN/ATM	3
GO:1902099	regulation of metaphase/anaphase transition of cell cycle	2/30	96/18986	0.020833333333333332	13.184722222222222	4.761325239838314	0.01003777862132718	0.027251688450006684	0.01218806914777954	XRCC3/ATM	2
GO:0007091	metaphase/anaphase transition of mitotic cell cycle	2/30	97/18986	0.020618556701030927	13.048797250859106	4.732794616774399	0.010239103586763908	0.02762484838692136	0.012354961526673444	XRCC3/ATM	2
GO:0044843	cell cycle G1/S phase transition	3/30	287/18986	0.010452961672473868	6.615331010452962	3.8132887978093395	0.010264483245544286	0.02762484838692136	0.012354961526673444	RBBP8/CHEK2/ATM	3
GO:1902807	negative regulation of cell cycle G1/S phase transition	2/30	98/18986	0.02040816326530612	12.915646258503399	4.70468153254707	0.010442224145682074	0.027981544355745472	0.01251449054597578	CHEK2/ATM	2
GO:0044784	metaphase/anaphase transition of cell cycle	2/30	100/18986	0.02	12.657333333333334	4.649666461669258	0.010853828929244804	0.02895913839311437	0.012951710564389216	XRCC3/ATM	2
GO:1901992	positive regulation of mitotic cell cycle phase transition	2/30	105/18986	0.01904761904761905	12.054603174603177	4.518745570188909	0.011913860599738275	0.0316509858851416	0.014155614807911299	RAD51B/RAD51C	2
GO:0051347	positive regulation of transferase activity	3/30	304/18986	0.009868421052631578	6.245394736842105	3.667717370856569	0.011988479568197366	0.03171311475518876	0.014183401378479114	RAD50/NBN/MRE11	3
GO:0002312	B cell activation involved in immune response	2/30	106/18986	0.018867924528301886	11.940880503144653	4.493624620923094	0.0121311388255012	0.031818537851632384	0.014230550896997393	EXO1/NBN	2
GO:0009408	response to heat	2/30	106/18986	0.018867924528301886	11.940880503144653	4.493624620923094	0.0121311388255012	0.031818537851632384	0.014230550896997393	ATM/ATR	2
GO:0002377	immunoglobulin production	2/30	107/18986	0.018691588785046728	11.829283489096573	4.468838876692715	0.012350161064141614	0.03225632784263147	0.014426348478211167	EXO1/NBN	2
GO:0033045	regulation of sister chromatid segregation	2/30	108/18986	0.018518518518518517	11.719753086419752	4.444380639819765	0.012570921647481846	0.03269496008315657	0.014622522747844872	XRCC3/ATM	2
GO:0090398	cellular senescence	2/30	110/18986	0.01818181818181818	11.506666666666666	4.3964171205044105	0.013017635238098917	0.033715130595745726	0.015078784706540477	BRCA2/ATM	2
GO:0062197	cellular response to chemical stress	3/30	321/18986	0.009345794392523364	5.914641744548287	3.5328318114836206	0.013870380610729942	0.035774023325174306	0.015999605704482348	FANCC/FANCD2/ATM	3
GO:0048477	oogenesis	2/30	115/18986	0.017391304347826087	11.006376811594203	4.281745935029459	0.01416444587765593	0.03638087966086731	0.016271016666623755	BRCA2/ATM	2
GO:0000045	autophagosome assembly	2/30	120/18986	0.016666666666666666	10.547777777777778	4.173934104498238	0.0153535933295969	0.039272207731489595	0.017564136779834646	CHEK2/ATM	2
GO:0036093	germ cell proliferation	1/30	10/18986	0.1	63.28666666666667	7.8376403705390985	0.015692928275963247	0.03981115820828381	0.017805177465825425	FANCA	1
GO:0051409	response to nitrosative stress	1/30	10/18986	0.1	63.28666666666667	7.8376403705390985	0.015692928275963247	0.03981115820828381	0.017805177465825425	ATM	1
