sgRNA	Gene	HL60.initial	KBM7.initial	HL60.final	KBM7.final
APLP2_p129979422	APLP2	1146.5884333344402	1218.1716734938045	1556.8791103692902	1033.3953348369268
APLP2_p129979472	APLP2	1228.796660630117	777.0798086926533	746.6797398607088	794.5610128058446
APOA1_m116707804	APOA1	800.4485289315903	804.6480502427253	1352.0607095047208	1046.2108350434728
APOA1_m116707862	APOA1	1261.9684014687234	537.5807102264032	598.8993746799434	615.1440099142022
APOA1_m116707867	APOA1	328.8329091827074	539.3037253232826	642.3260609392034	504.4646899485787
APOA1_m116708063	APOA1	395.1763908599203	298.081611760153	569.7321973416346	621.5517600174752
APOA1_m116708081	APOA1	522.0943558076319	210.20784181929866	429.72974611775163	391.4552790363105
APOA1_m116708093	APOA1	252.3936802937447	353.21809486029696	268.98619100884906	209.1256624613623
APOA1_p116707778	APOA1	262.48942750549446	379.0633213134894	168.52146906578494	418.8338476593858
APOA1_p116707783	APOA1	1488.4015889322545	1803.9968064328336	1810.3094734643746	1773.7817331332822
APOA1_p116707846	APOA1	781.6992841097692	604.7782990047035	933.9978343222928	621.5517600174752
APOA1_p116708055	APOA1	803.3330281349474	680.5909632674014	775.8469171990176	676.891420000287
APOBEC1_m7805314	APOBEC1	865.3497610071247	692.6520689455579	1003.3509004378274	590.6780549744328
APOBEC1_m7805345	APOBEC1	595.6490854932375	496.2283479012952	289.72729489386876	308.7370504304235
APOBEC1_m7805414	APOBEC1	881.2145066255886	866.6765937303871	1350.764390511907	829.5123770055152
APOBEC1_m7807218	APOBEC1	477.3846181555971	429.0307591229948	959.9242141785674	448.5425072291058
APOBEC1_p7805222	APOBEC1	1103.320945284084	1516.2532852539575	1490.76684173579	1307.763543804341
APOBEC1_p7805280	APOBEC1	749.9697928728414	1038.9781034183368	1099.9266654024502	788.1532627025716
APOBEC1_p7805367	APOBEC1	191.81919702324598	127.5031171690828	0.0	184.6597075215929
APOBEC1_p7805394	APOBEC1	429.79038130020524	694.3750840424374	630.6591900038799	591.8431004477552
APOBEC1_p7807187	APOBEC1	416.81013488509836	106.82693600652883	271.5788289944765	365.8242786232188
APOBEC1_p7818447	APOBEC1	0.0	25.84522645319246	0.0	0.0
APOBEC3A_m39353711	APOBEC3A	1668.6827891420721	1421.4874549255853	1148.5386276329652	2321.353105594788
APOBEC3A_m39353718	APOBEC3A	418.2523844867769	230.88402298185264	408.98864223273193	346.6010283133999
APOBEC3A_m39355615	APOBEC3A	73.5547296856056	375.6172911197304	283.2456999298001	204.4654805680729
APOBEC3A_m39355636	APOBEC3A	1772.524760462927	2067.6181162553967	1795.4018050470165	2406.4014251473195
APOBEC3A_m39355650	APOBEC3A	791.7950313215191	980.395590124434	770.6616412277627	760.7746940794964
APOBEC3A_p39353696	APOBEC3A	1005.2479723699431	608.2243291984626	324.0797482034326	530.6782130983316
APOBEC3A_p39353703	APOBEC3A	188.9346978198889	227.43799278809365	360.37668000221703	348.3485965233835
APOBEC3A_p39355534	APOBEC3A	646.1278215519865	851.1694578584717	1061.0370956180384	1613.5879805514585
APOBEC3A_p39355606	APOBEC3A	842.273767380268	978.6725750275544	1184.1873999353427	633.2022147506988
APOBEC3A_p39355639	APOBEC3A	1083.1294508605843	732.2814161737864	922.979122883376	875.531673201748
APOBEC3B_m39381815	APOBEC3B	904.2905002524453	437.6458346073923	602.1401721619778	731.6485572464376
APOBEC3B_m39381831	APOBEC3B	556.7083462479169	597.8862386171855	571.0285163344482	333.2030053701929
APOBEC3B_m39382072	APOBEC3B	431.2326309018838	75.81266426269788	63.51963064787279	159.6112298451623
APOBEC3B_m39385467	APOBEC3B	279.796422725637	315.311762728948	368.15459395909943	523.6879402583976
APOBEC3B_m39385477	APOBEC3B	282.68092192899405	792.5869445645687	631.3073495002867	722.9107161965198
APOBEC3B_m39385510	APOBEC3B	1375.9061200013282	880.4607145054231	806.3104135301403	1176.113405318915
APOBEC3B_p39382064	APOBEC3B	822.0822729567684	572.0410121639931	718.8088815152136	733.396125456421
APOBEC3B_p39385449	APOBEC3B	979.2874795397294	1045.8701638058549	1276.8742079215244	879.6093323583764
APOBEC3B_p39385491	APOBEC3B	219.22193945513825	234.33005317561162	420.0073536716487	133.98022943207056
APOBEC3B_p39385502	APOBEC3B	1403.3088624332204	906.3059409586156	946.3128647540232	918.055832978014
APOBEC3C_m39410376	APOBEC3C	1282.159895892223	1536.9294664165116	1424.6545731022898	1223.8802697251315
APOBEC3C_m39411605	APOBEC3C	907.1749994558023	1011.4098618682649	866.5892466959788	985.0459476940492
APOBEC3C_m39411624	APOBEC3C	488.92261496902546	277.40543059759904	283.2456999298001	460.1929619623293
APOBEC3C_m39411697	APOBEC3C	245.18243228535198	289.4665362757555	311.7647177717022	215.53341256463526
APOBEC3C_p39411590	APOBEC3C	148.55170897288974	410.07759305732037	366.8582749662857	436.8920524958823
APOBEC3C_p39411649	APOBEC3C	569.6885926630238	813.2631257271228	827.6996769115668	1317.6664303275809
APOBEC3C_p39411661	APOBEC3C	791.7950313215191	609.9473442953421	1231.5030431730438	874.949150465087
APOBEC3C_p39411677	APOBEC3C	327.39065958102884	361.83317034469445	395.3772928081878	304.0768685371341
APOBEC3C_p39411709	APOBEC3C	111.05321932924767	272.2363853069606	107.59447640353963	164.8539344751129
APOBEC3C_p39411716	APOBEC3C	488.92261496902546	472.10613654498223	451.11900949917816	696.697193046767
APOBEC3F_m39439066	APOBEC3F	882.6567562272671	1387.0271529879954	1420.1174566274417	1195.919178365395
APOBEC3F_m39440152	APOBEC3F	258.16267870045886	0.0	92.03864848977486	149.70834332192234
APOBEC3F_m39440187	APOBEC3F	918.7129962692306	763.2956879176173	1307.985863749054	898.8325826681952
APOBEC3F_m39440196	APOBEC3F	239.41343387863782	155.07135871915474	318.8944722321777	261.5527087608682
APOBEC3F_m39440944	APOBEC3F	162.97420498967514	284.29749098511707	256.6711605771186	295.9215502238776
APOBEC3F_m39440955	APOBEC3F	649.0123207553435	130.94914736284179	525.6573515859677	828.3473315321928
APOBEC3F_m39440960	APOBEC3F	536.5168518244172	534.1346800326442	252.78220359867743	350.096164733367
APOBEC3F_m39441123	APOBEC3F	1090.3406988689771	780.5258388864123	857.5150137462826	290.0963228572658
APOBEC3F_m39441129	APOBEC3F	191.81919702324598	237.7760833693706	349.35796856330035	269.7080270741247
APOBEC3F_p39441073	APOBEC3F	504.7873605874894	491.05930261065674	834.8294313720423	917.4733102413528
APOBEC3G_m39475063	APOBEC3G	770.1612872963409	766.7417181113763	763.5318867672872	1265.2393840280752
APOBEC3G_m39476936	APOBEC3G	276.9119235222799	692.6520689455579	370.09907244832004	506.7947808952234
APOBEC3G_m39476947	APOBEC3G	89.41947530406955	189.5316606567447	140.00245122388287	168.34907089507996
APOBEC3G_m39476960	APOBEC3G	372.10039723306363	296.35859666327354	657.8818888529681	669.9011471603528
APOBEC3G_p39476962	APOBEC3G	543.72809983281	435.9228195105128	649.455815399679	233.5916174011317
APOBEC3G_p39476974	APOBEC3G	402.387638868313	317.0347778258275	372.6917104339475	990.2886523239998
APOBEC3G_p39476996	APOBEC3G	1103.320945284084	1707.5079610075818	1226.317767201789	1073.5894036665482
APOBEC3G_p39477005	APOBEC3G	2311.9261114907013	2205.4593240057566	2171.3343129629984	2621.3523149752937
APOBEC3G_p39477013	APOBEC3G	266.8161763105301	758.1266426269788	842.6073453289248	593.0081459210776
APOBEC3G_p39477025	APOBEC3G	617.2828295184156	535.8576951295237	676.0303547523604	262.1352314975294
APOBEC3H_m39496302	APOBEC3H	1729.2572724125707	1163.0351903936607	1172.5205290000192	1752.8109146134798
APOBEC3H_m39496312	APOBEC3H	475.9423685539186	155.07135871915474	472.50827288060475	653.0079877971788
APOBEC3H_m39496336	APOBEC3H	575.4575910697379	489.3362875137772	178.8920210082948	429.9017796559482
APOBEC3H_m39496349	APOBEC3H	161.53195538799662	211.93085691617816	371.39539144113377	205.0480033047341
APOBEC3H_m39496357	APOBEC3H	1165.3376781562613	1157.866145103022	725.9386359756891	696.1146703101058
APOBEC3H_m39496368	APOBEC3H	1482.6325905255403	773.6337784988942	1551.0456749016284	850.4831955253175
APOBEC3H_m39496391	APOBEC3H	1361.4836239845429	1454.2247417662957	956.0352572001262	1808.7330973329526
APOBEC3H_p39496323	APOBEC3H	434.11713010524085	520.3505592576082	1164.7426150431368	867.3763548884916
APOBEC3H_p39496338	APOBEC3H	406.7143876733486	296.35859666327354	375.28434841957494	399.610597349567
APOBEC3H_p39496376	APOBEC3H	1308.1203887224367	1188.8804168468532	1371.5054943969267	1392.2293406202116
APPBP2_m58603228	APPBP2	1608.1083058715733	1150.9740847155042	630.6591900038799	1419.607909243287
APPBP2_m58603271	APPBP2	242.2979330819949	311.865732535189	269.63435050525595	330.290391686887
APPBP2_m58603282	APPBP2	963.4227339212655	787.4178992739303	1127.7975237479454	989.1236068506774
APPBP2_p58603174	APPBP2	1585.0323122447166	1278.477201884587	1055.2036601503767	1256.5015429781574
APPBP2_p58603183	APPBP2	1308.1203887224367	742.6195067550633	723.3459979900616	918.6383557146752
APPBP2_p58603192	APPBP2	1188.413671783118	1207.8335829125276	1037.0551942509844	1199.4143147853622
APPBP2_p58603214	APPBP2	667.7615655771646	725.3893557862683	429.72974611775163	1043.298221360167
APPBP2_p58603220	APPBP2	318.7371619709576	785.6948841770508	355.19140403096213	618.6391463341694
APPBP2_p58603242	APPBP2	203.3571938366743	251.5602041444066	277.4122644621383	253.3973904476117
APPBP2_p58603262	APPBP2	362.0046500213138	408.35457796044085	215.18895280707926	498.0569398453058
APPL1_m57261936	APPL1	468.73112054552587	642.6846311360525	353.2469255417415	302.3293003271505
APPL1_m57269630	APPL1	432.67488050356235	487.61327241689776	292.3199328794962	616.8915781241858
APPL1_m57269642	APPL1	399.5031396649559	267.0673400163221	378.5251459016093	500.3870307919505
APPL1_m57269655	APPL1	181.72344981149618	492.7823177075362	383.06226237645734	557.4742589847458
APPL1_p57261896	APPL1	1332.638631950972	1314.6605189190564	1607.4355510890257	1864.6552800524255
APPL1_p57261919	APPL1	1094.6674476740127	1200.9415225250095	1197.15058986348	1683.4907089507997
APPL1_p57261928	APPL1	816.3132745500543	606.501314101583	500.37913122609996	292.4264138039105
APPL1_p57261943	APPL1	122.59121614267599	275.68241550071957	277.4122644621383	156.69861616185645
APPL1_p57269587	APPL1	912.9439978625165	1326.721624597213	1647.6214398662514	1124.2688817560704
APPL1_p57269670	APPL1	761.5077896862697	908.0289560554951	956.0352572001262	712.4253069366187
APPL2_m105605073	APPL2	768.7190376946625	661.6377972017269	477.69354885185965	996.6964024272728
APPL2_m105610901	APPL2	318.7371619709576	429.0307591229948	202.8739223753488	338.4457100001435
APPL2_m105610907	APPL2	770.1612872963409	554.8108611951981	1080.4818805102443	1206.4045876252962
APPL2_m105611460	APPL2	204.79944343835282	268.7903551132016	535.3797440320707	704.2699886233622
APPL2_m105611490	APPL2	1528.7845777792536	1001.0717712869879	1193.2616328850388	1100.9679722896233
APPL2_m105622904	APPL2	790.3527817198406	565.1489517764751	1278.170526914338	847.5705818420116
APPL2_m105622912	APPL2	1515.8043313641467	611.6703593922215	690.2898636733114	762.5222622894798
APPL2_p105610840	APPL2	585.5533382814876	742.6195067550633	628.0665520182524	938.4441287611552
APPL2_p105611464	APPL2	311.52591396256486	478.99819693250026	373.3398699303544	68.15516018935763
APPL2_p105611469	APPL2	418.2523844867769	777.0798086926533	725.9386359756891	885.434559724988
APP_m27462260	APP	1026.8817163951212	925.2591070242901	1067.518690582107	1095.7252676596727
APP_m27462315	APP	458.63537333377604	740.8964916581838	480.934346333894	933.7839468678658
APP_m27462360	APP	788.910532118162	528.9656347420057	642.3260609392034	556.8917362480846
APP_p27462251	APP	441.32837811363356	658.191767007968	815.3846464798364	739.803875559694
APP_p27462264	APP	294.2189187424224	704.7131746237144	880.8487556169298	705.4350340966846
APP_p27462288	APP	354.7934020129211	615.1163895859805	513.3423211542372	1015.3371300004304
APP_p27462320	APP	1028.3239659967999	706.4361897205939	1011.7769738911165	630.2896010673928
APP_p27462328	APP	1269.179649477116	268.7903551132016	656.5855698601545	884.2695142516658
APP_p27462343	APP	54.805484863784564	315.311762728948	392.13649532615347	423.4940295526752
APP_p27462369	APP	690.8375592040212	970.057499543157	1424.006413605883	1407.374931773402
APRT_m88877982	APRT	996.5944747598719	1159.5891601999017	1217.2435342520928	619.8041918074916
APRT_m88878044	APRT	618.7250791200942	740.8964916581838	471.86011338419786	424.6590750259976
APRT_m88878274	APRT	706.7023048224852	454.8759855761873	463.4340399309086	226.01882182453645
APRT_p88877954	APRT	670.6460647805217	615.1163895859805	517.8794376290853	606.4061688642846
APRT_p88877987	APRT	1766.755762056213	1219.8946885906842	910.6640924516456	507.9598263685458
APRT_p88877997	APRT	2014.822693544922	2048.6649501897223	2221.890753682734	1070.676789983242
APRT_p88878012	APRT	921.5974954725878	453.1529704793078	1112.2416958341807	401.3581655595505
APRT_p88878221	APRT	696.6065576107353	945.935288186844	1330.0232866268875	950.6771062310398
APRT_p88878280	APRT	1491.2860881356114	1080.3304657434448	1118.7232907982493	973.3954929608258
APRT_p88878286	APRT	709.5868040258422	1052.7622241933727	418.06287518242806	480.5812577454705
APTX_m32989803	APTX	1827.3302453267115	1573.112783450981	1673.547819722526	1622.3258216013762
APTX_m32989808	APTX	338.92865639445716	961.4424240587595	792.0509046091893	595.9207596043834
APTX_m32989825	APTX	755.7387912795556	1001.0717712869879	875.0153201492681	862.7161729952022
APTX_m32989853	APTX	1130.7236877159762	1156.1431300061427	1029.277280294102	898.8325826681952
APTX_m32989861	APTX	809.1020265416615	668.5298575892449	436.2113410818203	414.1736657660964
APTX_m32989874	APTX	80.76597769399831	330.81889860086346	173.70674503703987	446.2124162824611
APTX_m32989882	APTX	109.61096972756913	501.3973931919337	127.03926129574558	171.26168457838585
APTX_p32989769	APTX	679.2995623905929	272.2363853069606	501.6754502189137	605.2411233909622
APTX_p32989776	APTX	758.6232904829126	833.9393068896767	399.266249786629	512.6200082618352
APTX_p32989831	APTX	382.1961444448134	880.4607145054231	333.1539811531287	547.5713724615058
AQP1_m30961706	AQP1	1185.5291725797608	1037.2550883214574	1132.3346402227935	884.852036988327
AQP1_m30961735	AQP1	137.0137121594614	499.67437809505424	234.6337376992852	545.241281514861
AQP1_m30961768	AQP1	820.6400233550899	554.8108611951981	836.1257503648561	902.3277190881622
AQP1_p30961679	AQP1	1514.362081762468	1659.2635382949559	1287.2447598640342	1395.1419543035174
AQP1_p30961685	AQP1	308.6414147592078	480.7212120293797	488.0641007943695	654.173033270501
AQP1_p30961691	AQP1	275.46967392060134	716.7742803018708	651.4002938888996	1022.3274028403646
AQP1_p30961708	AQP1	1595.1280594564664	1192.326447040612	1322.893532166412	1008.9293798971574
AQP1_p30961721	AQP1	416.81013488509836	268.7903551132016	501.6754502189137	232.42657192780936
AQP1_p30961750	AQP1	386.522893249849	248.1141739506476	261.85643654837355	359.999051256607
AQP1_p30961770	AQP1	954.7692363111942	477.27518183562074	473.1564323770116	1093.3951767130281
AQR_m35240544	AQR	1176.8756749696895	211.93085691617816	149.72484366998586	43.10668251292705
AQR_m35245087	AQR	178.8389506081391	203.3157814317807	243.05981115257444	221.358639931247
AQR_m35245095	AQR	1179.7601741730466	1001.0717712869879	1076.592923531803	954.1722426510069
AQR_m35256475	AQR	1152.3574317411544	1356.0128812441644	686.4009066948703	1179.6085417388822
AQR_m35261741	AQR	989.3832267514792	804.6480502427253	291.0236138866825	138.0578885886988
AQR_m35261756	AQR	872.5610090155174	1169.9272507811786	866.5892466959788	188.15484394155996
AQR_m35261783	AQR	298.545667547458	187.8086455598652	235.93005669209893	58.25227366611764
AQR_p35240525	AQR	462.9621221388117	115.44201149092632	50.556440719735484	19.805773046479995
AQR_p35256445	AQR	54.805484863784564	93.04281523149285	150.37300316639272	222.52368540456936
AQR_p35261744	AQR	832.1780201685182	799.4790049520867	725.9386359756891	1191.2589964721058
ARAF_m47422408	ARAF	973.5184811330153	646.1306613298115	1592.5278826716678	984.463424957388
ARAF_m47422413	ARAF	721.1248008392705	399.73950247604336	500.37913122609996	683.2991701035598
ARAF_m47422427	ARAF	699.4910568140924	580.6560876483906	816.6809654726502	880.1918550950375
ARAF_m47422445	ARAF	536.5168518244172	398.0164873791639	1235.392000151485	1508.7338879524468
ARAF_m47422635	ARAF	1259.0839022653663	783.9718690801712	877.6079581348955	1321.161566747548
ARAF_p47422358	ARAF	1119.185690902548	1018.3019222557829	1057.796298136004	1530.2872292089103
ARAF_p47422398	ARAF	1009.5747211749788	1175.096296071817	1580.2128522399373	1093.9776994496892
ARAF_p47422437	ARAF	1638.3955475068226	2184.7831428432028	2414.394124115573	2405.818902410658
ARAF_p47422613	ARAF	1419.1736080516844	1567.9437381603425	1891.9775700116395	2660.3813383315924
ARAF_p47422618	ARAF	121.14896654099745	353.21809486029696	353.8950850381484	293.5914592772329
ARAP1_m72423377	ARAP1	912.9439978625165	284.29749098511707	840.6628668397042	552.8140770914564
ARAP1_m72423494	ARAP1	1016.7859691833714	839.1083521803151	923.627282379783	1388.7342042002444
ARAP1_m72423538	ARAP1	1038.4197132085496	909.7519711523746	486.76778180155577	959.4149472809574
ARAP1_m72423549	ARAP1	552.3815974428812	463.49106106058474	658.5300483493751	754.9494667128846
ARAP1_m72423554	ARAP1	2099.9154200439557	2508.7099810565483	1816.1429089320363	1346.7925671606397
ARAP1_m72424219	ARAP1	654.7813191620577	808.0940804364842	545.7502959745805	1130.094109122682
ARAP1_p72423347	ARAP1	767.2767880929839	1173.3732809749376	1307.985863749054	1192.4240419454281
ARAP1_p72423559	ARAP1	689.3953096023426	623.731465070378	567.787718852414	809.7066039590352
ARAP1_p72423573	ARAP1	1048.5154604202994	611.6703593922215	466.0266779165361	954.754765387668
ARAP1_p72423578	ARAP1	507.6718597908465	453.1529704793078	399.266249786629	314.5622777970352
ARFGAP1_m61906939	ARFGAP1	328.8329091827074	429.0307591229948	205.46656036097627	392.6203245096329
ARFGAP1_m61906944	ARFGAP1	527.863354214346	480.7212120293797	606.6772886368259	1007.7643344238352
ARFGAP1_m61906951	ARFGAP1	128.36021454939015	156.79437381603427	165.28067158375063	135.1452749053929
ARFGAP1_m61907472	ARFGAP1	318.7371619709576	144.73326813787776	530.1944680608158	80.97066039590352
ARFGAP1_m61907491	ARFGAP1	2298.9458650755946	1648.925447713679	1413.6358616633731	1919.4124172985762
ARFGAP1_p61906930	ARFGAP1	581.2265894764521	566.8719668733546	385.00674086567795	491.6491897420329
ARFGAP1_p61906958	ARFGAP1	461.51987253713315	661.6377972017269	490.0085792835901	544.6587587782
ARFGAP1_p61907455	ARFGAP1	1634.068798701787	342.88000427901994	701.956734608635	686.794306523527
ARFGAP1_p61907479	ARFGAP1	1192.7404205881535	1309.491473628418	821.2180819474983	912.2306056114022
ARFGAP1_p61907498	ARFGAP1	553.8238470445598	725.3893557862683	720.1052005080272	1240.7734290883056
ARFGAP2_m47198107	ARFGAP2	786.0260329148049	1063.1003147746499	1376.0426108717747	1566.4036388819034
ARFGAP2_m47198135	ARFGAP2	236.52893467528074	468.66010635122325	1042.2404702222393	598.2508505510282
ARFGAP2_m47198151	ARFGAP2	543.72809983281	454.8759855761873	436.2113410818203	384.4650061963764
ARFGAP2_m47198334	ARFGAP2	634.589824738558	535.8576951295237	813.4401679906158	504.4646899485787
ARFGAP2_p47198076	ARFGAP2	895.637002642374	702.9901595268349	1145.2978301509308	1007.7643344238352
ARFGAP2_p47198143	ARFGAP2	566.8040934596667	547.9188008076801	744.0871018750813	668.7361016870304
ARFGAP2_p47198161	ARFGAP2	209.12619224338846	411.80060815419984	927.5162393582241	713.0078296732798
ARFGAP2_p47198166	ARFGAP2	986.4987275481221	1109.6217223903961	879.5524366241161	615.7265326508634
ARFGAP2_p47198321	ARFGAP2	555.2660966462383	737.4504614644248	314.35735575732963	895.337446248228
ARFGAP2_p47198369	ARFGAP2	449.98187572370483	1028.6400128370599	620.9367975577769	633.2022147506988
ARFGEF1_m68213606	ARFGEF1	943.2312394977658	708.1592048174734	578.1582707949237	291.2613683305882
ARFGEF1_m68255400	ARFGEF1	1238.8924078418668	761.5726728207378	949.5536622360576	1042.7156986235057
ARFGEF1_m68255407	ARFGEF1	364.8891492246709	456.59900067306677	352.5987660453347	98.4463424957388
ARFGEF1_m68255455	ARFGEF1	171.62770259974639	563.4259366795956	309.17207978607473	310.484618640407
ARFGEF1_m68255464	ARFGEF1	764.3922888896268	435.9228195105128	36.29693179878445	26.213523149752938
ARFGEF1_m68255476	ARFGEF1	229.31768666688802	137.84120775035979	43.42668625925997	146.21320690195526
ARFGEF1_m68255483	ARFGEF1	1248.9881550536165	1402.5342888599107	1108.3527388557395	673.3962835803198
ARFGEF1_m68255514	ARFGEF1	572.5730918663808	449.7069402855488	624.1775950398112	466.0181893289411
ARFGEF1_p68255438	ARFGEF1	1026.8817163951212	444.5378949949103	388.24753834771224	343.1058918934329
ARFGEF1_p68255467	ARFGEF1	475.9423685539186	211.93085691617816	246.30060863460878	404.2707792428564
ARGFX_m121289591	ARGFX	1547.5338226010747	2019.3736935427708	1982.7198995086007	3164.2635055435103
ARGFX_m121289601	ARGFX	537.9591014260958	218.82291730369616	221.02238827474105	586.0178730811434
ARGFX_m121289653	ARGFX	638.9165735435937	832.2162917927972	815.3846464798364	1183.6862008955104
ARGFX_m121303893	ARGFX	474.50011895224003	510.0124686763312	429.72974611775163	325.0476870569364
ARGFX_p121289610	ARGFX	1175.433425368011	737.4504614644248	539.2687010105119	763.6873077628022
ARGFX_p121303748	ARGFX	1052.842209225335	964.8884542525185	888.6266695738123	1422.5205229265928
ARGFX_p121303754	ARGFX	383.63839404649195	575.4870423577521	489.3604197871832	829.5123770055152
ARGFX_p121303794	ARGFX	455.750874130419	797.7559898552072	814.7364869834296	631.4546465407152
ARGFX_p121303875	ARGFX	187.49244821821034	518.6275441607287	598.8993746799434	861.5511275218798
ARGFX_p121304857	ARGFX	102.39972171917641	191.25467575362418	363.61747748425137	424.6590750259976
ARGLU1_m107220186	ARGLU1	1172.548926164654	944.2122730899645	1206.872982309583	1049.70597146344
ARGLU1_m107220192	ARGLU1	713.9135528308778	647.853676426691	770.6616412277627	580.7751684511928
ARGLU1_m107220249	ARGLU1	374.9848964364207	143.01025304099826	87.50153201492681	108.3492290189788
ARGLU1_m107220255	ARGLU1	1525.9000785758965	706.4361897205939	577.5101112985169	707.1826023066682
ARGLU1_m107220261	ARGLU1	680.7418119922714	327.3728684071045	92.03864848977486	76.89300123927528
ARGLU1_p107220201	ARGLU1	636.0320743402366	685.7600085580399	690.2898636733114	747.9591938729504
ARGLU1_p107220210	ARGLU1	351.90890280956404	920.0900617336515	348.70980906689346	381.5523925130705
ARGLU1_p107220215	ARGLU1	836.5047689735538	513.4584988700902	528.898149068002	1554.7531841486798
ARGLU1_p107220227	ARGLU1	346.1399044028499	782.2488539832917	88.14969151133367	234.1741401377929
ARGLU1_p107220239	ARGLU1	206.24169304003138	182.63960026922672	235.28189719569207	194.5625940448329
ARHGAP19_m99025671	ARHGAP19	633.1475751368796	1063.1003147746499	1116.130652812622	1414.3652046133363
ARHGAP19_m99025699	ARHGAP19	177.39670100646055	234.33005317561162	121.20582582808379	505.0472126852399
ARHGAP19_m99025712	ARHGAP19	229.31768666688802	392.8474420885254	460.8414019452812	94.36868333911058
ARHGAP19_m99025723	ARHGAP19	302.87241635249364	232.60703807873213	266.3935530232216	369.901937779847
ARHGAP19_m99025740	ARHGAP19	667.7615655771646	782.2488539832917	2002.8128438972135	898.8325826681952
ARHGAP19_m99025837	ARHGAP19	726.8937992459847	527.2426196451262	583.9917062625856	776.502807969348
ARHGAP19_p99025702	ARHGAP19	1181.2024237747253	1187.1574017499736	747.3278993571156	1424.8506138732373
ARHGAP19_p99025769	ARHGAP19	236.52893467528074	168.85547949419075	352.5987660453347	452.620166385734
ARHGAP19_p99025806	ARHGAP19	424.0213828934911	623.731465070378	792.6990641055961	556.8917362480846
ARHGAP19_p99025820	ARHGAP19	625.9363271284868	236.05306827249112	513.3423211542372	452.620166385734
ARHGAP22_m49667913	ARHGAP22	214.89519065010262	153.34834362227525	445.2855740315164	216.11593530129645
ARHGAP22_m49667926	ARHGAP22	213.4529410484241	55.13648310014391	226.85582374240283	242.32945845104936
ARHGAP22_m49687717	ARHGAP22	882.6567562272671	1423.2104700224647	1040.2959917330186	1128.3465409126986
ARHGAP22_m49687723	ARHGAP22	2434.5173276333776	887.352774892941	1022.7956853300333	817.2793995356304
ARHGAP22_m49687729	ARHGAP22	1833.0992437334257	1154.4201149092632	707.14201057989	1082.3272447164657
ARHGAP22_m49687799	ARHGAP22	103.84197132085495	63.7515585845414	46.01932424488743	20.388295783141174
ARHGAP22_p49687668	ARHGAP22	144.2249601678541	349.772064666538	60.92699266224533	161.94132079180704
ARHGAP22_p49687691	ARHGAP22	638.9165735435937	737.4504614644248	579.4545897877375	860.3860820485575
ARHGAP22_p49687738	ARHGAP22	621.6095783234512	310.1427174383095	469.9156348949773	405.4358247161788
ARHGAP22_p49687748	ARHGAP22	683.6263111956284	620.285434876619	876.3116391420817	349.5136419967058
ARHGAP35_m47421961	ARHGAP35	728.3360488476633	334.26492879462245	615.7515215865219	616.8915781241858
ARHGAP35_m47422021	ARHGAP35	187.49244821821034	542.7497555170416	254.07852259149115	373.9795969364752
ARHGAP35_m47422054	ARHGAP35	987.9409771498007	856.3385031491101	1142.0570326688965	1045.6283123068115
ARHGAP35_m47422066	ARHGAP35	100.95747211749787	394.57045718540485	607.9736076296396	488.736576058727
ARHGAP35_m47422093	ARHGAP35	297.1034179457795	778.8028237895328	695.4751396445664	699.0272839934116
ARHGAP35_m47422098	ARHGAP35	434.11713010524085	360.11015524781493	331.857662160315	376.8922106197811
ARHGAP35_p47421919	ARHGAP35	445.6551269186692	604.7782990047035	686.4009066948703	831.8424679521598
ARHGAP35_p47421964	ARHGAP35	687.9530600006641	1054.4852392902524	303.33864431841295	386.7950971430211
ARHGAP35_p47421977	ARHGAP35	1518.6888305675038	992.4566958025904	917.7938469121211	1158.6377232190798
ARHGAP35_p47421988	ARHGAP35	507.6718597908465	665.083827395486	841.311026336111	985.6284704307104
ARHGAP39_m145806605	ARHGAP39	1341.2921295610433	1178.542326265576	1619.7505815207562	1259.4141566614633
ARHGAP39_m145830921	ARHGAP39	532.1901030193817	527.2426196451262	505.56440719735485	573.2023728745976
ARHGAP39_m145830942	ARHGAP39	1075.9182028521916	1254.3549905282741	1588.6389256932266	1208.734678571941
ARHGAP39_m145830972	ARHGAP39	517.7676070025963	725.3893557862683	855.570535257062	502.134599001934
ARHGAP39_m145830986	ARHGAP39	2487.8805628954833	1783.3206252702796	1834.9395343278354	2014.946146111009
ARHGAP39_p145806613	ARHGAP39	1935.498965452602	926.9821221211695	1059.0926171288177	605.8236461276234
ARHGAP39_p145806642	ARHGAP39	751.4120424745199	439.3688497042718	612.5107241044876	466.0181893289411
ARHGAP39_p145830913	ARHGAP39	366.3313988263494	380.7863364103689	410.93312072195255	233.00909466447055
ARHGAP39_p145830928	ARHGAP39	168.7432033963893	478.99819693250026	349.35796856330035	143.3005932186494
ARHGAP39_p145830944	ARHGAP39	1088.8984492672985	847.7234276647126	1219.8361722377203	1311.8412029609692
ARHGAP4_m153187190	ARHGAP4	85.09272649903393	163.68643420355224	59.6306736694316	160.7762753184847
ARHGAP4_m153187202	ARHGAP4	722.5670504409491	675.421917976763	302.04232532559917	1003.6866752672069
ARHGAP4_m153187216	ARHGAP4	250.95143069206614	270.51337021008106	89.4460105041474	234.1741401377929
ARHGAP4_m153187226	ARHGAP4	1184.0869229780822	659.9147821048474	773.2542792133902	1005.4342434771904
