sgRNA	Gene	HL60.initial	KBM7.initial	HL60.final	KBM7.final
ACSL6_p131329824	ACSL6	1008.1324715733002	949.381318380603	1374.746291878961	422.3289840793529
ACSL6_p131329830	ACSL6	755.7387912795556	713.3282501081119	534.0834250392569	411.2610520827905
ACSL6_p131329859	ACSL6	237.9711842769593	218.82291730369616	333.8021406495356	310.484618640407
ACSL6_p131329878	ACSL6	891.3102538373385	1392.1961982786338	1026.0364828120676	1172.6182688989481
ACSS2_m33470722	ACSS2	721.1248008392705	348.04904956965845	556.7690074134972	385.6300516696988
ACSS2_m33500924	ACSS2	584.1110886798092	573.7640272608726	1090.852432452754	903.4927645614846
ACSS2_m33500940	ACSS2	1623.9730514900373	914.9210164430131	1098.6303464096366	2074.94598798711
ACSS2_m33500955	ACSS2	614.3983303150585	858.0615182459896	531.4907870536294	873.7841049917646
ACSS2_m33501214	ACSS2	667.7615655771646	725.3893557862683	547.6947744638011	1034.5603803102492
ACSS2_m33501222	ACSS2	650.454570357022	754.6806124332198	888.6266695738123	801.5512856457786
ACSS2_p33470688	ACSS2	863.9075114054461	603.055283907824	690.2898636733114	1059.6088579866798
ACSS2_p33500893	ACSS2	92.30397450742663	434.19980441363333	731.123911946944	944.2693561277669
ACSS2_p33500928	ACSS2	392.29189165656317	782.2488539832917	1179.0021239640878	1078.2495855598374
ACSS2_p33501184	ACSS2	685.068560797307	515.1815139669696	517.8794376290853	354.1738238899952
ACTL6A_m179287950	ACTL6A	373.54264683474213	375.6172911197304	197.040486907687	92.62111512912705
ACTL6A_m179287986	ACTL6A	649.0123207553435	348.04904956965845	304.63496331122667	343.6884146300941
ACTL6A_p179287878	ACTL6A	509.114109392525	487.61327241689776	101.76104093587784	242.91198118771055
