id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
ADK	10	0.65259	0.83385	0.999965	723	3	0.33084	0.0089495	0.044678	0.57808	76	5	0.33084
ACAD11	10	0.65302	0.83404	0.999965	724	3	-0.076153	0.95473	0.97507	0.999995	942	1	-0.076153
C10orf99	10	0.65325	0.83416	0.999965	725	3	0.16837	0.22668	0.49052	0.99512	491	5	0.16837
ALX4	10	0.65553	0.83558	0.999965	726	3	-0.077137	0.13293	0.35482	0.948053	374	1	-0.077137
BCAS3	10	0.6573	0.83677	0.999965	727	3	0.13065	0.25107	0.52264	0.999995	512	5	0.13065
ARHGEF11	10	0.66183	0.83974	0.999965	728	3	0.054446	0.20166	0.45618	0.982282	463	3	0.054446
CALCA	10	0.662	0.8398	0.999965	729	2	0.17379	0.085632	0.26067	0.913341	281	6	0.17379
CARD8	10	0.66397	0.84087	0.999965	730	2	0.060246	0.51832	0.76923	0.999995	715	3	0.060246
BTK	10	0.66593	0.84223	0.999965	731	2	0.35235	0.010096	0.049015	0.597742	82	6	0.35235
ARFGAP2	10	0.66608	0.84236	0.999965	732	3	0.25613	0.017604	0.077738	0.686974	110	5	0.25613
C12orf42	10	0.66757	0.84333	0.999965	733	3	0.15144	0.53516	0.78316	0.999995	733	4	0.15144
C15orf38	10	0.66857	0.84402	0.999965	734	3	-0.01645	0.74886	0.89521	0.999995	857	2	-0.01645
ASRGL1	10	0.66964	0.84472	0.999965	735	2	-0.032885	0.23104	0.49642	0.999995	495	3	-0.032885
BARD1	10	0.6708	0.84548	0.999965	736	3	0.3042	0.071765	0.22892	0.88567	256	6	0.3042
AFTPH	10	0.67096	0.84557	0.999965	737	2	-0.00813	0.2059	0.46224	0.9825	470	4	-0.00813
BCL6B	10	0.67234	0.84646	0.999965	738	2	0.29726	0.012364	0.057668	0.637417	90	7	0.29726
C6orf211	10	0.67565	0.84854	0.999965	739	2	0.089053	0.52767	0.77688	0.999995	728	4	0.089053
ASF1A	10	0.6762	0.84883	0.999965	740	2	0.14522	0.16855	0.4086	0.977091	418	5	0.14522
BAALC	10	0.67768	0.84983	0.999965	741	2	0.095503	0.13995	0.3657	0.964902	379	4	0.095503
AUNIP	10	0.67914	0.85076	0.999965	742	3	0.077528	0.20023	0.45425	0.982282	460	5	0.077528
C1orf159	10	0.67984	0.85128	0.999965	743	2	0.28141	0.026999	0.11018	0.705966	155	7	0.28141
C2orf57	10	0.68012	0.85146	0.999965	744	3	0.095815	0.56619	0.80112	0.999995	757	3	0.095815
AP5Z1	10	0.68158	0.85249	0.999965	745	3	0.2475	0.12325	0.33973	0.944193	359	6	0.2475
BATF	10	0.68351	0.85359	0.999965	746	3	0.11071	0.22563	0.48909	0.99512	488	5	0.11071
ADCK5	10	0.68625	0.85531	0.999965	747	2	0.11407	0.0032709	0.018193	0.443733	41	4	0.11407
AATK	10	0.68733	0.856	0.999965	748	2	0.34224	0.013062	0.060421	0.656748	92	7	0.34224
AGAP2	10	0.68813	0.8567	0.999965	749	2	0.011345	0.22663	0.49046	0.99512	490	3	0.011345
C5orf46	10	0.68905	0.85725	0.999965	750	3	-0.02723	0.52709	0.7764	0.999995	725	3	-0.02723
AIRE	10	0.6912	0.85838	0.999965	751	3	-0.037892	0.51509	0.7667	0.999995	714	3	-0.037892
BCL11B	10	0.69168	0.85869	0.999965	752	3	0.059892	0.030112	0.1213	0.735164	165	3	0.059892
C2orf40	10	0.69288	0.85944	0.999965	753	1	0.39082	0.023672	0.099104	0.686974	143	6	0.39082
ARRB2	10	0.69398	0.86015	0.999965	754	2	-0.0050444	0.20117	0.45545	0.982282	461	4	-0.0050444
C2orf43	10	0.6953	0.8609	0.999965	755	2	0.047834	0.15814	0.39364	0.975794	399	5	0.047834
C6orf89	10	0.69666	0.86164	0.999965	756	3	0.0062245	0.9211	0.9636	0.999995	933	2	0.0062245
AHRR	10	0.69837	0.86278	0.999965	757	2	0.053585	0.012441	0.058005	0.637417	91	4	0.053585
C9orf156	10	0.70106	0.86458	0.999965	758	2	0.17203	0.10681	0.30559	0.928561	327	6	0.17203
BCHE	10	0.7031	0.8658	0.999965	759	2	0.28693	0.011107	0.053084	0.631954	84	5	0.28693
ADCK4	10	0.70344	0.866	0.999965	760	1	0.40596	0.00062071	0.0043713	0.257135	17	8	0.40596
C1orf85	10	0.7037	0.86614	0.999965	761	3	-0.046833	0.63149	0.83356	0.999995	785	2	-0.046833
ACD	10	0.70444	0.86663	0.999965	762	3	0.036711	0.23925	0.5071	0.999995	505	2	0.036711
C5orf47	10	0.70478	0.86683	0.999965	763	1	0.30913	0.019891	0.085569	0.686974	119	6	0.30913
ATF1	10	0.70644	0.86775	0.999965	764	2	0.15507	0.12895	0.34868	0.944193	368	5	0.15507
C1orf162	10	0.70726	0.86838	0.999965	765	2	0.068112	0.53195	0.78051	0.999995	732	4	0.068112
C5orf48	10	0.70777	0.86876	0.999965	766	2	0.24737	0.022225	0.093866	0.686974	133	5	0.24737
C12orf54	10	0.70811	0.86898	0.999965	767	3	-0.041651	0.0014454	0.0090248	0.402268	21	3	-0.041651
ATF7	10	0.70905	0.86954	0.999965	768	2	0.41518	0.005924	0.031342	0.540372	58	6	0.41518
C1orf74	10	0.71019	0.87027	0.999965	769	3	-0.037006	0.11427	0.32105	0.938756	342	2	-0.037006
C17orf64	10	0.71087	0.87076	0.999965	770	3	0.035827	0.37794	0.65475	0.999995	613	4	0.035827
C19orf24	10	0.71204	0.87148	0.999965	771	2	-0.02934	0.63339	0.8344	0.999995	787	3	-0.02934
C9orf89	10	0.71248	0.87179	0.999965	772	3	0.5734	0.008404	0.042649	0.57808	70	7	0.5734
C16orf87	10	0.71639	0.87364	0.999965	773	2	0.10589	0.49014	0.74649	0.999995	693	4	0.10589
CALM1	10	0.71882	0.87447	0.999965	774	1	0.37649	0.008467	0.042916	0.57808	71	6	0.37649
BTBD8	10	0.71946	0.8747	0.999965	775	2	0.54414	0.008399	0.042639	0.57808	69	6	0.54414
C5orf54	10	0.7242	0.87644	0.999965	776	1	0.13574	0.69666	0.86703	0.999995	820	3	0.13574
BHLHE23	10	0.72608	0.87712	0.999965	777	1	0.19756	0.10591	0.30368	0.928561	324	5	0.19756
ADRA1B	10	0.72679	0.87741	0.999965	778	2	0.088669	0.14518	0.37408	0.970615	385	4	0.088669
C12orf29	10	0.72919	0.87826	0.999965	779	1	0.33707	0.0063357	0.03345	0.559406	59	7	0.33707
AHNAK2	10	0.73134	0.8789	0.999965	780	2	0.40334	0.0053072	0.02848	0.524841	53	8	0.40334
ARHGAP4	10	0.73141	0.87891	0.999965	781	2	-0.07516	0.83535	0.92978	0.999995	894	2	-0.07516
C1orf141	10	0.73318	0.87945	0.999965	782	2	0.14105	0.17537	0.41887	0.982282	423	5	0.14105
C19orf67	10	0.73379	0.87966	0.999965	783	1	0.43302	0.015725	0.07045	0.681978	102	6	0.43302
CCDC107	10	0.7347	0.87998	0.999965	784	1	0.013209	0.86351	0.93935	0.999995	912	2	0.013209
C1orf216	10	0.73501	0.88011	0.999965	785	2	0.072684	0.26874	0.54662	0.999995	525	5	0.072684
C8orf4	10	0.73591	0.88043	0.999965	786	1	-0.042211	0.040816	0.15327	0.778032	196	2	-0.042211
AFF4	10	0.7362	0.88056	0.999965	787	2	0.37596	0.0022005	0.012975	0.405476	32	8	0.37596
C1orf173	10	0.74159	0.88262	0.999965	788	1	-0.029715	0.89737	0.95306	0.999995	923	2	-0.029715
ANKS1B	10	0.74307	0.88311	0.999965	789	1	0.21363	0.027705	0.1126	0.705972	159	7	0.21363
CAMK2B	10	0.74539	0.88386	0.999965	790	2	0.21447	0.1125	0.31744	0.933649	340	6	0.21447
CABIN1	10	0.74541	0.88387	0.999965	791	2	0.36658	0.015801	0.070807	0.681978	103	6	0.36658
ATN1	10	0.74724	0.88455	0.999965	792	2	-0.085509	0.47601	0.73508	0.999995	683	4	-0.085509
ALPK1	10	0.74976	0.88534	0.999965	793	1	0.34046	0.022978	0.096569	0.686974	138	7	0.34046
AQP1	10	0.75092	0.88575	0.999965	794	2	0.11384	0.47493	0.73423	0.999995	682	4	0.11384
ARNT	10	0.75161	0.886	0.999965	795	2	-0.031605	0.015824	0.070926	0.681978	104	3	-0.031605
ADAD1	10	0.75234	0.88627	0.999965	796	1	0.065162	0.44937	0.71309	0.999995	670	4	0.065162
C1orf63	10	0.75411	0.887	0.999965	797	2	0.2619	0.005286	0.02845	0.524841	52	8	0.2619
C20orf27	10	0.75546	0.88769	0.999965	798	1	0.43669	0.0090567	0.045183	0.57808	77	6	0.43669
C12orf76	10	0.75826	0.88867	0.999965	799	2	0.035354	0.16549	0.40435	0.975794	413	4	0.035354
ADH7	10	0.75884	0.88891	0.999965	800	2	-0.020819	0.71689	0.87786	0.999995	836	2	-0.020819
BEX4	9	0.76264	0.87396	0.999965	801	1	0.20007	0.017915	0.077173	0.686974	112	5	0.20007
C4orf19	10	0.76999	0.89299	0.999965	802	2	0.16309	0.42056	0.68935	0.999995	652	4	0.16309
C17orf97	10	0.77079	0.89326	0.999965	803	2	0.24302	0.089441	0.26853	0.913341	292	5	0.24302
BCKDK	10	0.77553	0.89514	0.999965	804	1	0.35593	0.0019108	0.01145	0.402268	26	7	0.35593
ARGFX	10	0.77657	0.89551	0.999965	805	2	0.32393	0.014111	0.064421	0.658465	95	7	0.32393
ANGPT2	10	0.77838	0.89615	0.999965	806	2	0.21743	0.091825	0.27361	0.915212	298	5	0.21743
ARHGEF10	10	0.77889	0.89638	0.999965	807	1	0.24018	0.27999	0.56182	0.999995	534	4	0.24018
C3orf18	10	0.78043	0.89711	0.999965	808	2	0.07259	0.48513	0.74272	0.999995	690	3	0.07259
ABLIM2	10	0.78253	0.89784	0.999965	809	2	0.19887	0.039477	0.14979	0.77408	192	5	0.19887
APOA1	10	0.78323	0.89821	0.999965	810	2	0.14362	0.29284	0.57703	0.999995	549	4	0.14362
CAMKK1	10	0.786	0.89919	0.999965	811	1	0.13865	0.16181	0.39913	0.975794	407	5	0.13865
C20orf96	10	0.78685	0.89947	0.999965	812	2	0.10283	0.090611	0.27116	0.913341	296	4	0.10283
C2orf62	10	0.78971	0.90062	0.999965	813	1	0.05016	0.39807	0.6715	0.999995	637	4	0.05016
C6orf52	10	0.78996	0.90072	0.999965	814	2	0.10275	0.49213	0.74813	0.999995	697	3	0.10275
C14orf28	10	0.79629	0.90329	0.999965	815	2	0.044079	0.4917	0.74774	0.999995	696	3	0.044079
ALKBH6	10	0.79888	0.90416	0.999965	816	2	0.11525	0.26287	0.53848	0.999995	521	5	0.11525
ANKK1	10	0.79959	0.90441	0.999965	817	2	0.64681	8.797e-05	0.00065842	0.131683	5	7	0.64681
C19orf44	10	0.80076	0.90486	0.999965	818	2	0.15638	0.069421	0.22328	0.88567	248	5	0.15638
C20orf78	10	0.80216	0.90536	0.999965	819	1	0.087078	0.089118	0.26792	0.913341	291	4	0.087078
C7orf29	10	0.80355	0.906	0.999965	820	1	0.0044092	0.071634	0.22852	0.88567	255	3	0.0044092
C11orf42	10	0.80976	0.90835	0.999965	821	2	0.23137	0.112	0.31628	0.933278	338	6	0.23137
CALCOCO2	10	0.81013	0.90853	0.999965	822	2	0.081378	0.22345	0.48643	0.99512	485	4	0.081378
C19orf33	10	0.812	0.90935	0.999965	823	2	-0.023203	0.13337	0.35552	0.948053	375	3	-0.023203
BARHL1	10	0.81348	0.90991	0.999965	824	2	0.26563	0.022755	0.095718	0.686974	136	6	0.26563
C11orf53	10	0.81367	0.91	0.999965	825	2	0.0024086	0.25515	0.52797	0.999995	516	3	0.0024086
AIF1	10	0.81477	0.91059	0.999965	826	2	0.30451	0.083659	0.25658	0.913341	274	6	0.30451
C9orf40	10	0.81765	0.91181	0.999965	827	1	0.34144	0.02476	0.10267	0.692315	148	7	0.34144
BAX	10	0.81842	0.91202	0.999965	828	2	0.335	0.040035	0.15095	0.77408	194	5	0.335
C10orf82	10	0.82467	0.91478	0.999965	829	1	0.2251	0.045764	0.16614	0.810456	205	6	0.2251
ASCL1	10	0.82555	0.91513	0.999965	830	2	-0.060951	0.15398	0.38707	0.975794	394	4	-0.060951
ARL8A	10	0.83002	0.91699	0.999965	831	1	0.13904	0.24306	0.51227	0.999995	509	4	0.13904
CAPN7	10	0.83008	0.91701	0.999965	832	2	0.09561	0.21895	0.48002	0.99384	483	4	0.09561
C3orf67	10	0.83365	0.9188	0.999965	833	1	0.067468	0.24144	0.51027	0.999995	507	5	0.067468
ANKRD6	10	0.83384	0.91894	0.999965	834	1	0.44872	0.0083492	0.04253	0.57808	68	6	0.44872
C11orf63	10	0.834	0.919	0.999965	835	2	0.31394	0.0045037	0.024371	0.507735	48	8	0.31394
C1orf94	10	0.83563	0.91965	0.999965	836	1	0.24447	0.005512	0.029391	0.524841	56	8	0.24447
C2orf48	10	0.83602	0.91983	0.999965	837	2	0.16503	0.18138	0.42745	0.982282	431	5	0.16503
BMPR1B	10	0.83817	0.92078	0.999965	838	1	0.34545	0.0051708	0.027777	0.524841	50	8	0.34545
ARNT2	10	0.84	0.92166	0.999965	839	2	0.26246	0.070556	0.22613	0.88567	252	6	0.26246
C1orf53	10	0.84164	0.9224	0.999965	840	2	0.10732	0.34312	0.62344	0.999995	584	3	0.10732
A1CF	10	0.84334	0.9231	0.999965	841	2	0.074754	0.098634	0.28861	0.928561	309	5	0.074754
BBX	10	0.84781	0.92503	0.999965	842	2	0.44274	0.0013195	0.0082624	0.402268	20	8	0.44274
C12orf39	10	0.84806	0.92512	0.999965	843	2	0.21538	0.088424	0.26654	0.913341	287	6	0.21538
APOBEC3G	10	0.85057	0.92622	0.999965	844	2	0.11445	0.12057	0.33442	0.944193	352	4	0.11445
C2orf54	10	0.85377	0.92753	0.999965	845	1	-0.072014	0.49159	0.74766	0.999995	695	4	-0.072014
AURKC	10	0.85571	0.92847	0.999965	846	1	0.21364	0.0064295	0.033896	0.559406	60	5	0.21364
C12orf66	10	0.85866	0.92981	0.999965	847	1	0.49485	0.00032326	0.0023218	0.211071	11	7	0.49485
ADD1	10	0.85884	0.9299	0.999965	848	2	0.18413	0.1992	0.4529	0.982282	459	5	0.18413
C9orf3	10	0.8591	0.93001	0.999965	849	2	0.1435	0.090078	0.26999	0.913341	294	5	0.1435
C8orf34	10	0.85925	0.93015	0.999965	850	2	0.016528	0.61285	0.82387	0.999995	775	2	0.016528
BNIP3	10	0.85935	0.93018	0.999965	851	1	0.2909	0.020079	0.086173	0.686974	121	5	0.2909
C20orf85	10	0.85969	0.93033	0.999965	852	1	0.13667	0.11008	0.31249	0.933278	334	5	0.13667
AKR1C3	10	0.86224	0.9317	0.999965	853	1	0.4259	0.018132	0.079599	0.686974	113	6	0.4259
ADRBK2	10	0.86374	0.93237	0.999965	854	1	0.29419	0.017698	0.078094	0.686974	111	7	0.29419
C9orf153	10	0.86496	0.933	0.999965	855	2	0.087863	0.23321	0.49931	0.999995	498	4	0.087863
ARX	10	0.86553	0.93337	0.999965	856	2	0.25009	0.051301	0.17977	0.826892	216	6	0.25009
ARNTL	10	0.86589	0.93355	0.999965	857	1	0.17635	0.032615	0.12941	0.752389	172	5	0.17635
C4orf17	10	0.8672	0.9343	0.999965	858	1	0.061394	0.032989	0.13074	0.754702	173	4	0.061394
C9orf24	10	0.87174	0.93658	0.999965	859	2	0.26898	0.072553	0.23082	0.88567	258	6	0.26898
AKAP11	10	0.87294	0.93725	0.999965	860	2	0.17115	0.043228	0.15942	0.80111	199	5	0.17115
CAMK2D	10	0.87393	0.93772	0.999965	861	2	0.41296	0.0048571	0.026153	0.524841	49	8	0.41296
ATF7IP2	10	0.87462	0.93801	0.999965	862	2	0.31962	0.031758	0.12665	0.746598	169	6	0.31962
BARX1	10	0.87489	0.9381	0.999965	863	2	0.059025	0.014338	0.065312	0.658465	98	4	0.059025
ACTN4	10	0.87543	0.93845	0.999965	864	2	0.28976	0.0092032	0.045668	0.57808	78	7	0.28976
C18orf8	10	0.87744	0.93949	0.999965	865	2	0.040123	0.45785	0.72071	0.999995	676	3	0.040123
ATAD2	10	0.87904	0.94043	0.999965	866	2	0.23804	0.087412	0.26457	0.913341	284	6	0.23804
CASZ1	10	0.88098	0.94144	0.999965	867	1	0.35811	0.0059016	0.031243	0.540372	57	7	0.35811
C2orf50	10	0.8814	0.94166	0.999965	868	2	0.05452	0.34658	0.62673	0.999995	586	3	0.05452
BASP1	10	0.88474	0.94327	0.999965	869	2	0.4696	0.0017333	0.010609	0.402268	24	6	0.4696
ANKRD28	10	0.8855	0.94358	0.999965	870	2	0.12896	0.54706	0.79187	0.999995	741	3	0.12896
CAMK2A	10	0.88701	0.9443	0.999965	871	2	0.14129	0.020391	0.087441	0.686974	123	5	0.14129
ASZ1	10	0.88731	0.94446	0.999965	872	1	0.35938	0.017093	0.075926	0.686974	108	6	0.35938
APBB1	10	0.88759	0.94459	0.999965	873	1	0.43497	0.01886	0.081916	0.686974	116	7	0.43497
C16orf86	10	0.88773	0.94464	0.999965	874	1	0.25927	0.022629	0.095381	0.686974	135	7	0.25927
AIMP1	10	0.88813	0.94489	0.999965	875	2	0.026187	0.048454	0.17273	0.823692	209	3	0.026187
APC	10	0.88924	0.94541	0.999965	876	2	0.23212	0.10797	0.30799	0.928561	330	6	0.23212
ASCC3	10	0.88954	0.94557	0.999965	877	1	0.25406	0.012068	0.05651	0.637417	88	6	0.25406
C15orf54	10	0.88995	0.94582	0.999965	878	2	0.17108	0.27147	0.55031	0.999995	526	5	0.17108
BHLHE40	10	0.89047	0.94608	0.999965	879	2	0.44534	0.0027787	0.015787	0.43651	36	6	0.44534
C22orf23	10	0.89265	0.94718	0.999965	880	2	0.16312	0.089061	0.26782	0.913341	290	5	0.16312
BRSK1	10	0.89373	0.94784	0.999965	881	2	0.18715	0.022897	0.096213	0.686974	137	7	0.18715
C11orf96	10	0.89466	0.94841	0.999965	882	1	0.1515	0.018987	0.082312	0.686974	117	4	0.1515
AIM2	10	0.89632	0.9494	0.999965	883	2	0.18458	0.11082	0.31397	0.933278	335	6	0.18458
C10orf137	10	0.89663	0.94954	0.999965	884	1	0.26591	0.042802	0.15848	0.800405	197	6	0.26591
C14orf180	10	0.90023	0.95155	0.999965	885	2	0.067692	0.2905	0.57429	0.999995	547	4	0.067692
CAPG	10	0.90058	0.95174	0.999965	886	1	0.15256	0.00052679	0.003797	0.253135	15	4	0.15256
C9orf171	10	0.90192	0.95251	0.999965	887	2	-0.062143	0.10163	0.29487	0.928561	315	2	-0.062143
AFAP1L2	10	0.90214	0.95262	0.999965	888	2	0.29633	0.085522	0.26052	0.913341	280	6	0.29633
C16orf11	10	0.90392	0.95306	0.999965	889	1	0.26143	0.024924	0.10331	0.692315	149	7	0.26143
CALR	10	0.90773	0.95381	0.999965	890	1	0.048994	0.43695	0.70313	0.999995	659	4	0.048994
ADRB2	10	0.9104	0.95442	0.999965	891	1	0.059615	0.53841	0.78554	0.999995	735	3	0.059615
ANO2	10	0.91583	0.95571	0.999965	892	1	0.07165	0.31351	0.59797	0.999995	567	2	0.07165
BANF2	10	0.91626	0.95581	0.999965	893	1	0.31338	0.030048	0.12108	0.735164	164	7	0.31338
ATP2A3	10	0.91828	0.95635	0.999965	894	1	0.31625	0.059978	0.20117	0.859715	234	5	0.31625
ACSS2	10	0.91933	0.95648	0.999965	895	1	0.26012	0.021192	0.090272	0.686974	130	7	0.26012
CAMK4	10	0.92388	0.9575	0.999965	896	1	0.31185	0.0089489	0.044668	0.57808	75	7	0.31185
C1orf198	10	0.92707	0.95832	0.999965	897	1	0.12378	0.50614	0.75924	0.999995	710	4	0.12378
ACTN1	10	0.9283	0.95854	0.999965	898	1	0.1878	0.085476	0.26045	0.913341	279	4	0.1878
BAIAP2L1	10	0.9356	0.96052	0.999965	899	1	0.16313	0.20143	0.45578	0.982282	462	5	0.16313
ADRBK1	10	0.93711	0.96105	0.999965	900	1	0.42894	0.0031312	0.01746	0.43651	40	7	0.42894
BSN	9	0.93739	0.9515	0.999965	901	1	0.0093486	0.071066	0.22261	0.88567	253	4	0.0093486
ANK3	10	0.94067	0.9622	0.999965	902	1	0.11212	0.0071606	0.037767	0.57808	63	5	0.11212
BLVRB	10	0.94168	0.96257	0.999965	903	1	0.30782	0.018728	0.08151	0.686974	115	7	0.30782
ADRA1A	10	0.94207	0.96269	0.999965	904	1	0.0012515	0.0074814	0.038975	0.57808	64	4	0.0012515
ASCL2	10	0.94359	0.96328	0.999965	905	1	0.30652	0.038575	0.14716	0.77408	190	6	0.30652
BLCAP	10	0.94374	0.9633	0.999965	906	1	-0.054504	0.71179	0.87516	0.999995	831	3	-0.054504
BBS9	10	0.94537	0.96384	0.999965	907	1	0.092982	0.35445	0.63416	0.999995	596	4	0.092982
ABL2	10	0.94624	0.96413	0.999965	908	1	0.22433	0.10809	0.30828	0.928561	332	6	0.22433
BMX	10	0.94871	0.96495	0.999965	909	1	0.43132	0.00059215	0.0041733	0.257135	16	8	0.43132
ADARB2	10	0.95373	0.96662	0.999965	910	1	0.43682	0.0076729	0.039738	0.57808	65	6	0.43682
C1orf116	10	0.96092	0.96957	0.999965	911	1	0.38256	0.0068321	0.036173	0.57808	62	6	0.38256
C9orf69	10	0.96313	0.97061	0.999965	912	1	0.4727	0.00019834	0.0014406	0.211071	6	9	0.4727
C12orf50	10	0.96339	0.97072	0.999965	913	1	0.16971	0.17848	0.42333	0.982282	426	5	0.16971
C12orf75	10	0.96429	0.9712	0.999965	914	1	0.060514	0.52855	0.77758	0.999995	730	3	0.060514
BHLHB9	10	0.96484	0.97147	0.999965	915	1	0.32106	0.070497	0.226	0.88567	251	6	0.32106
ANAPC16	10	0.96513	0.97165	0.999965	916	1	0.49795	0.00042136	0.002995	0.239528	12	8	0.49795
AMIGO2	10	0.96557	0.97185	0.999965	917	1	0.19332	0.16062	0.39765	0.975794	404	5	0.19332
CBX8	10	0.96576	0.97194	0.999965	918	1	0.19382	0.12117	0.33557	0.944193	354	6	0.19382
C9orf9	10	0.96648	0.97227	0.999965	919	1	0.20066	0.0044949	0.024342	0.507735	47	5	0.20066
C13orf45	10	0.9684	0.97339	0.999965	920	1	0.10908	0.15817	0.39369	0.975794	401	4	0.10908
C19orf81	10	0.96889	0.97368	0.999965	921	1	0.14017	0.093508	0.27742	0.917605	301	5	0.14017
C5orf24	10	0.96915	0.97385	0.999965	922	1	0.031558	0.94122	0.97206	0.999995	941	1	0.031558
BCAT1	10	0.96985	0.9742	0.999965	923	1	0.25816	0.072613	0.23096	0.88567	259	6	0.25816
C14orf105	10	0.97015	0.97439	0.999965	924	1	0.47651	0.023153	0.097193	0.686974	139	6	0.47651
C10orf118	10	0.97036	0.97451	0.999965	925	1	0.14507	0.15849	0.3942	0.975794	402	5	0.14507
ARID4A	10	0.97086	0.97477	0.999965	926	1	0.20532	0.031056	0.12424	0.74456	166	7	0.20532
ADCK2	10	0.97148	0.97508	0.999965	927	1	0.060416	0.27758	0.55833	0.999995	531	4	0.060416
C8orf74	10	0.97299	0.97576	0.999965	928	1	0.31766	0.073046	0.23201	0.88567	260	5	0.31766
C22orf15	10	0.97326	0.97586	0.999965	929	1	0.21598	0.08805	0.26576	0.913341	286	6	0.21598
C1orf64	10	0.9733	0.97589	0.999965	930	1	0.45169	0.0020871	0.012371	0.402268	30	6	0.45169
CCBL1	10	0.97424	0.97659	0.999965	931	1	0.12847	0.22479	0.48808	0.99512	486	5	0.12847
BDH1	10	0.97608	0.97799	0.999965	932	1	0.5183	0.014708	0.066748	0.660867	101	6	0.5183
APOBEC3C	10	0.9771	0.97865	0.999965	933	1	0.00064886	0.30649	0.59155	0.999995	565	4	0.00064886
AKT1	10	0.97893	0.97999	0.999965	934	1	0.28074	0.035203	0.13741	0.754702	178	6	0.28074
C14orf79	10	0.98023	0.98105	0.999965	935	1	0.0082967	0.52013	0.77049	0.999995	718	3	0.0082967
C14orf132	10	0.98106	0.98177	0.999965	936	1	0.1458	0.11204	0.31638	0.933278	339	4	0.1458
C8orf44	10	0.9814	0.98203	0.999965	937	1	0.028186	0.27557	0.55569	0.999995	529	4	0.028186
C16orf95	10	0.98154	0.98215	0.999965	938	1	0.12265	0.21998	0.48145	0.994732	484	5	0.12265
ADCK3	10	0.98222	0.98266	0.999965	939	1	0.40855	0.011397	0.054114	0.632109	85	7	0.40855
BEX1	10	0.98258	0.98296	0.999965	940	1	0.26976	0.027174	0.11084	0.705966	157	7	0.26976
C11orf80	10	0.98295	0.98323	0.999965	941	1	0.09157	0.31609	0.60027	0.999995	569	4	0.09157
CASP14	10	0.9834	0.98367	0.999965	942	1	0.14185	0.01343	0.061936	0.658465	93	4	0.14185
AKT3	10	0.98431	0.98461	0.999965	943	0	0.25613	0.049084	0.17416	0.825419	211	6	0.25613
CCDC102A	10	0.98447	0.98472	0.999965	944	0	0.19139	0.29647	0.58192	0.999995	556	5	0.19139
C16orf74	10	0.98487	0.98508	0.999965	945	0	0.048534	0.56144	0.7989	0.999995	751	2	0.048534
C20orf195	10	0.98507	0.98534	0.999965	946	0	-0.090224	0.36362	0.64189	0.999995	604	3	-0.090224
ATM	10	0.9853	0.98557	0.999965	947	0	0.43063	0.0026805	0.015292	0.43651	35	6	0.43063
ANXA1	10	0.9863	0.98641	0.999965	948	0	0.24045	0.20247	0.4573	0.982282	464	5	0.24045
C9orf64	10	0.98657	0.98668	0.999965	949	0	0.095141	0.070241	0.22535	0.88567	250	3	0.095141
C10orf90	10	0.98663	0.98673	0.999965	950	0	0.23059	0.18446	0.43203	0.982282	438	5	0.23059
ADNP	10	0.98682	0.98689	0.999965	951	0	0.4239	0.0030376	0.016995	0.43651	38	7	0.4239
CASP6	10	0.98706	0.98709	0.999965	952	0	0.054717	0.29596	0.58123	0.999995	555	3	0.054717
BNC2	10	0.98712	0.98719	0.999965	953	0	0.65331	0.00032049	0.0022921	0.211071	10	7	0.65331
C4orf6	10	0.98726	0.98733	0.999965	954	0	0.23349	0.2125	0.4713	0.988054	477	5	0.23349
ADNP2	10	0.98728	0.98737	0.999965	955	0	0.18155	0.009468	0.046817	0.58521	80	5	0.18155
ADCK1	10	0.9873	0.98741	0.999965	956	0	0.37954	0.0019132	0.01146	0.402268	27	6	0.37954
ATF7IP	10	0.98732	0.98743	0.999965	957	0	0.24273	0.049954	0.17628	0.826088	213	5	0.24273
C6orf118	10	0.98734	0.98744	0.999965	958	0	0.24048	0.035382	0.13808	0.754702	179	6	0.24048
AGTPBP1	10	0.98774	0.98787	0.999965	959	0	0.084839	0.023993	0.1002	0.686974	145	5	0.084839
ACVR1	10	0.98806	0.98826	0.999965	960	0	0.2937	0.034896	0.13652	0.754702	175	6	0.2937
ANKRD1	10	0.98915	0.98932	0.999965	961	0	0.44336	0.0041547	0.022708	0.507735	44	8	0.44336
BACH1	10	0.98954	0.98968	0.999965	962	0	0.065756	0.061581	0.20494	0.870091	235	3	0.065756
CAMKK2	10	0.98968	0.98981	0.999965	963	0	0.17026	0.057785	0.19581	0.85605	228	6	0.17026
ARHGAP19	10	0.98991	0.99001	0.999965	964	0	0.30631	0.06419	0.21079	0.87828	240	5	0.30631
APBB2	10	0.99064	0.99064	0.999965	965	0	0.30293	0.033251	0.13166	0.754702	174	7	0.30293
C10orf113	10	0.99083	0.99082	0.999965	966	0	0.481	0.013555	0.062431	0.658465	94	7	0.481
ANKRD30A	10	0.99093	0.99094	0.999965	967	0	0.086882	0.52767	0.77687	0.999995	727	4	0.086882
C5orf28	10	0.99096	0.99098	0.999965	968	0	0.10502	0.28805	0.57138	0.999995	545	5	0.10502
C11orf70	10	0.99211	0.99212	0.999965	969	0	0.22853	0.11173	0.31579	0.933278	337	6	0.22853
