sgrna	Gene	control_count	treatment_count	control_mean	treat_mean	LFC	control_var	adj_var	score	p.low	p.high	p.twosided	FDR	high_in_treatment
CCDC113_p58286669	CCDC113	885.54/778.8	221.02/506.79	832.17	363.91	-1.1911	5696.5	22915	3.0934	0.00098946	0.99901	0.0019789	0.016572	False
ABLIM2_p8108299	ABLIM2	921.6/1440.4	1669.7/1814.6	1181	1742.1	0.56041	1.346e+05	32929	3.092	0.99901	0.00099394	0.0019879	0.016633	True
C12orf4_m4643324	C12orf4	154.32/1020	991.04/964.66	587.17	977.85	0.73484	3.7472e+05	15969	3.0915	0.999	0.00099559	0.0019912	0.016647	True
C16orf78_p49407905	C16orf78	523.54/1566.2	1125.2/2017.3	1044.9	1571.2	0.58811	5.436e+05	29006	3.0906	0.999	0.00099883	0.0019977	0.016687	True
BRAF_m140624486	BRAF	572.57/868.4	283.25/290.68	720.49	286.96	-1.3251	43757	19738	3.0858	0.001015	0.99899	0.00203	0.016943	False
CCDC108_p219903182	CCDC108	340.37/356.66	738.25/553.98	348.52	646.12	0.88866	132.73	9304.2	3.0853	0.99898	0.001017	0.002034	0.016962	True
ACVR1_p158637068	ACVR1	676.42/1395.6	1483/1635.1	1036	1559.1	0.58915	2.5864e+05	28752	3.0846	0.99898	0.0010191	0.0020382	0.016983	True
C6orf57_m71276664	C6orf57	359.12/1204.4	541.86/117.67	781.75	329.77	-1.2428	3.5724e+05	21479	3.0841	0.0010209	0.99898	0.0020418	0.016988	False
AFF1_p87967338	AFF1	608.63/622.01	848.44/1180.8	615.32	1014.6	0.72059	89.5	16762	3.084	0.99898	0.0010211	0.0020422	0.016988	True
ABL2_p179100524	ABL2	679.3/458.32	776.5/1127.2	568.81	951.84	0.74175	24416	15452	3.0813	0.99897	0.0010305	0.0020609	0.01713	True
BRCA1_m41256196	BRCA1	881.21/1073.4	1488.8/1477.9	977.33	1483.3	0.60143	18475	27066	3.0757	0.99895	0.0010499	0.0020999	0.017422	True
C11orf96_m43964494	C11orf96	285.57/649.58	703.25/922.72	467.57	812.98	0.79673	66252	12614	3.0755	0.99895	0.0010507	0.0021013	0.017422	True
AKNA_p117143511	AKNA	160.09/365.28	670.85/366.99	262.68	518.92	0.97947	21051	6942.6	3.0752	0.99895	0.0010526	0.0021053	0.017441	True
ATP5A1_m43671673	ATP5A1	510.56/506.57	257.32/39.029	508.56	148.17	-1.7723	7.9597	13760	3.0743	0.0010551	0.99894	0.0021102	0.017467	False
ARID1A_p27023094	ARID1A	553.82/1204.4	642.97/157.86	879.11	400.42	-1.1326	2.1162e+05	24255	3.0737	0.0010573	0.99894	0.0021145	0.017488	False
BAX_p49458170	BAX	41.825/286.02	444.64/284.27	163.92	364.45	1.1479	29816	4260.4	3.0723	0.99893	0.0010686	0.0021373	0.017612	True
C1orf159_m1026914	C1orf159	654.78/796.03	1330.7/986.21	725.41	1158.4	0.67458	9976	19878	3.0714	0.99893	0.0010652	0.0021303	0.017595	True
C1orf127_p11036288	C1orf127	366.33/373.89	615.75/735.73	370.11	675.74	0.86674	28.599	9901.8	3.0714	0.99893	0.0010655	0.002131	0.017595	True
BRD3_p136918466	BRD3	649.01/454.88	715.57/1140	551.94	927.78	0.74821	18844	14978	3.071	0.99893	0.0010668	0.0021336	0.017603	True
C19orf40_p33464159	C19orf40	918.71/908.03	663.72/187.57	913.37	425.64	-1.0997	57.074	25234	3.0703	0.0010692	0.99893	0.0021384	0.017612	False
ADD3_m111860427	ADD3	278.35/503.12	701.31/708.35	390.74	704.83	0.84943	25260	10474	3.069	0.99893	0.0010738	0.0021476	0.017661	True
ASH2L_p37964591	ASH2L	1008.1/680.59	505.56/246.99	844.36	376.28	-1.1639	53642	23262	3.069	0.0010739	0.99893	0.0021478	0.017661	False
C17orf104_m42734512	C17orf104	1292.3/1764.4	2002.2/2327.2	1528.3	2164.7	0.50193	1.1144e+05	43005	3.0686	0.99892	0.0010752	0.0021505	0.017668	True
BAZ2A_m57009332	BAZ2A	1899.4/1636.9	1101.2/1063.1	1768.2	1082.2	-0.70781	34474	50013	3.0674	0.0010795	0.99892	0.002159	0.017724	False
ACTR5_p37377211	ACTR5	1002.4/716.77	489.36/286.6	859.57	387.98	-1.1456	40781	23697	3.0635	0.0010937	0.99891	0.0021875	0.017943	False
C16orf55_m89724813	C16orf55	263.93/51.69	130.93/576.7	157.81	353.81	1.1597	22523	4096	3.0625	0.9989	0.0011049	0.0022099	0.018112	True
APLP2_p129979405	APLP2	262.49/384.23	541.21/673.4	323.36	607.3	0.90719	7410.7	8609.6	3.0601	0.99889	0.0011065	0.0022129	0.018122	True
ANKRD37_p186318400	ANKRD37	190.38/399.74	646.22/485.24	295.06	565.73	0.93678	21916	7830.5	3.0588	0.99889	0.0011117	0.0022235	0.018194	True
ADRM1_p60878642	ADRM1	92.304/120.61	72.594/459.61	106.46	266.1	1.3136	400.65	2724.8	3.0584	0.99886	0.0011362	0.0022725	0.018384	True
C9orf117_p130469387	C9orf117	490.36/325.65	930.11/526.02	408.01	728.06	0.83392	13566	10954	3.0581	0.99889	0.0011139	0.0022277	0.018213	True
C7orf55_p139026245	C7orf55	1182.6/749.51	324.08/608.15	966.08	466.12	-1.0498	93802	26744	3.0572	0.001117	0.99888	0.0022341	0.018248	False
ALPK2_m56274637	ALPK2	400.95/553.09	752.51/895.34	477.02	823.93	0.7872	11574	12878	3.057	0.99888	0.0011178	0.0022355	0.018248	True
C3orf72_m138666234	C3orf72	96.631/280.85	452.42/354.17	188.74	403.29	1.0914	16969	4930	3.0557	0.99887	0.0011267	0.0022535	0.018334	True
BPTF_p65822253	BPTF	898.52/425.58	405.1/97.281	662.05	251.19	-1.3946	1.1183e+05	18083	3.0555	0.0011234	0.99888	0.0022468	0.018311	False
CCAR1_m70496655	CCAR1	617.28/294.64	152.32/83.301	455.96	117.81	-1.9434	52051	12289	3.0555	0.0011235	0.99888	0.002247	0.018311	False
CASC5_m40897326	CASC5	814.87/797.76	1566.6/955.92	806.31	1261.3	0.64481	146.46	22178	3.0549	0.99887	0.0011256	0.0022511	0.01833	True
BRWD1_m40685370	BRWD1	102.4/215.38	455.01/255.14	158.89	355.08	1.1551	6381.9	4125	3.0547	0.99887	0.0011342	0.0022683	0.018384	True
ARVCF_m19978229	ARVCF	1139.4/1299.2	1357.9/2207.2	1219.3	1782.5	0.54755	12764	34034	3.0533	0.99887	0.0011319	0.0022637	0.018384	True
ACTN1_m69445700	ACTN1	686.51/554.81	1064.9/970.48	620.66	1017.7	0.71254	8672.4	16913	3.053	0.99887	0.0011328	0.0022657	0.018384	True
CA9_m35674013	CA9	398.06/1406	1300.9/1466.8	902.02	1383.8	0.61687	5.0795e+05	24910	3.0527	0.99887	0.0011339	0.0022678	0.018384	True
C22orf39_m19435316	C22orf39	793.24/889.08	331.86/421.16	841.16	376.51	-1.1576	4592.5	23171	3.0525	0.0011349	0.99887	0.0022698	0.018384	False
C10orf76_m103799848	C10orf76	1409.1/1200.9	731.12/712.43	1305	721.77	-0.85355	21660	36515	3.0521	0.001136	0.99886	0.0022721	0.018384	False
BEX2_p102564874	BEX2	875.45/532.41	412.88/147.96	703.93	280.42	-1.3248	58836	19268	3.051	0.0011402	0.99886	0.0022805	0.018419	False
APBA1_m72132080	APBA1	721.12/375.62	221.02/131.65	548.37	176.34	-1.6313	59688	14877	3.051	0.0011402	0.99886	0.0022805	0.018419	False
C3orf17_p112738441	C3orf17	15.865/335.99	9.0742/1.165	175.93	5.1196	-4.8536	51239	4583.8	3.0501	0.0011437	0.99886	0.0022875	0.018461	False
ALK_p30143495	ALK	1295.1/1335.3	1945.1/1855.3	1315.2	1900.2	0.53051	807.88	36812	3.049	0.99885	0.001148	0.0022961	0.018515	True
C17orf104_m42734567	C17orf104	2268.7/2055.6	1576.3/1234.9	2162.1	1405.6	-0.62086	22706	61596	3.048	0.0011518	0.99885	0.0023036	0.018561	False
C3orf72_m138668368	C3orf72	790.35/622.01	709.73/1550.1	706.18	1129.9	0.67734	14170	19332	3.0476	0.99885	0.0011535	0.0023071	0.018574	True
C9orf117_p130469369	C9orf117	1699/1328.4	849.74/920.39	1513.7	885.06	-0.77356	68645	42579	3.0465	0.0011575	0.99884	0.002315	0.018622	False
C11orf63_m122756633	C11orf63	1047.1/925.26	1411.7/1567.6	986.17	1489.6	0.59456	7419.3	27320	3.046	0.99884	0.0011596	0.0023191	0.018641	True
ATXN2L_p28834667	ATXN2L	351.91/592.72	194.45/63.495	472.31	128.97	-1.8646	28994	12746	3.0448	0.0011641	0.99884	0.0023281	0.018698	False
ATF4_m39918320	ATF4	1142.3/1080.3	733.07/420.58	1111.3	576.82	-0.94484	1917.7	30918	3.0396	0.0011843	0.99882	0.0023687	0.019008	False
C1orf122_p38274349	C1orf122	473.06/609.95	696.77/1122.5	541.5	909.65	0.74726	9369.4	14685	3.038	0.99881	0.0011908	0.0023816	0.019097	True
C7orf55_p139026177	C7orf55	1367.3/1314.7	2229/1629.9	1341	1929.5	0.52461	1383	37558	3.0367	0.9988	0.001196	0.0023919	0.019154	True
BAZ1B_m72936249	BAZ1B	496.13/563.43	972.24/814.95	529.78	893.59	0.75312	2264.1	14355	3.0365	0.9988	0.0011968	0.0023936	0.019154	True
CCDC117_p29168861	CCDC117	490.36/523.8	563.9/1161.6	507.08	862.72	0.76551	558.84	13719	3.0364	0.9988	0.0011973	0.0023945	0.019154	True
BUD13_m116640927	BUD13	745.64/963.17	1211.4/1428.9	854.4	1320.2	0.62714	23658	23549	3.0351	0.9988	0.0012021	0.0024042	0.019216	True
C5orf42_m37245888	C5orf42	275.47/396.29	469.27/776.5	335.88	622.89	0.88904	7299.2	8955.1	3.0329	0.99879	0.0012115	0.0024229	0.01935	True
BET1L_m205660	BET1L	976.4/964.89	506.86/442.13	970.65	474.5	-1.031	66.292	26875	3.0265	0.0012371	0.99876	0.0024741	0.019743	False
C16orf74_p85743843	C16orf74	38.941/253.28	243.06/421.16	146.11	332.11	1.1791	22971	3782	3.0245	0.99874	0.0012562	0.0025125	0.020018	True
C20orf194_p3388119	C20orf194	2058.1/1940.1	854.27/1703.3	1999.1	1278.8	-0.64417	6959.1	56793	3.0226	0.0012532	0.99875	0.0025065	0.019986	False
CALCOCO1_p54118927	CALCOCO1	1533.1/971.78	940.48/433.98	1252.4	687.23	-0.86494	1.5755e+05	34993	3.0215	0.0012576	0.99874	0.0025153	0.020024	False
C8orf76_m124253517	C8orf76	673.53/444.54	305.93/68.155	559.03	187.04	-1.5745	26219	15177	3.0202	0.0012631	0.99874	0.0025261	0.020095	False
BAX_p49459448	BAX	421.14/582.38	634.55/1072.4	501.76	853.49	0.76519	13000	13570	3.0194	0.99873	0.0012664	0.0025329	0.020132	True
AP1AR_p113153270	AP1AR	614.4/484.17	276.76/85.048	549.28	180.91	-1.597	8480.1	14903	3.0184	0.0012708	0.99873	0.0025415	0.020185	False
CAMK1G_p209773395	CAMK1G	1273.5/1051	1693.6/1716.7	1162.3	1705.2	0.55257	24746	32388	3.0167	0.99872	0.0012779	0.0025557	0.020282	True
C11orf31_p57509292	C11orf31	2438.8/2484.6	1903/1419.6	2461.7	1661.3	-0.56707	1046.2	70457	3.0155	0.001283	0.99872	0.0025659	0.020346	False
BCL2L10_p52404861	BCL2L10	452.87/515.18	887.33/769.51	484.02	828.42	0.77405	1941.6	13074	3.0121	0.9987	0.0012974	0.0025949	0.020559	True
BCCIP_m127512194	BCCIP	545.17/499.67	934.65/826.6	522.42	880.62	0.75219	1034.9	14149	3.0114	0.9987	0.0013004	0.0026008	0.020591	True
C11orf85_m64717882	C11orf85	640.36/410.08	904.83/863.88	525.22	884.36	0.7506	26515	14227	3.0109	0.9987	0.0013024	0.0026047	0.020605	True
AGAP3_p150783825	AGAP3	320.18/616.84	987.15/626.79	468.51	806.97	0.78315	44004	12640	3.0105	0.9987	0.0013041	0.0026082	0.020616	True
ADI1_m3523246	ADI1	786.03/646.13	1285.9/989.12	716.08	1137.5	0.66698	9785.4	19613	3.0094	0.99869	0.0013087	0.0026174	0.020673	True
ADCK1_m78285413	ADCK1	1171.1/1314.7	1666.4/1940.4	1242.9	1803.4	0.53667	10304	34717	3.0083	0.99869	0.0013136	0.0026272	0.020734	True
C19orf21_m756970	C19orf21	1466.8/1121.7	626.77/817.28	1294.2	722.02	-0.84109	59542	36203	3.0073	0.0013179	0.99868	0.0026358	0.020777	False
AXL_p41725326	AXL	773.05/659.91	1123.3/1152.2	716.48	1137.7	0.66643	6399.3	19624	3.0072	0.99868	0.0013184	0.0026369	0.020777	True
C2orf57_p232457745	C2orf57	200.47/895.97	769.37/1060.2	548.22	914.78	0.73761	2.4186e+05	14873	3.0057	0.99867	0.001325	0.0026501	0.020855	True
BABAM1_p17379664	BABAM1	519.21/861.51	1007.9/1198.8	690.36	1103.4	0.6757	58584	18884	3.0054	0.99867	0.001326	0.002652	0.020855	True
BAIAP2_m79009055	BAIAP2	1417.7/1114.8	795.94/605.82	1266.3	700.88	-0.85241	45887	35393	3.0052	0.0013268	0.99867	0.0026536	0.020855	False
CCDC115_m131099670	CCDC115	996.59/899.41	678.62/244.08	948	461.35	-1.0374	4722	26226	3.0051	0.0013275	0.99867	0.0026551	0.020855	False
ANAPC16_m73983789	ANAPC16	157.21/87.874	255.37/326.8	122.54	291.09	1.2414	2403.4	3152.1	3.0021	0.99864	0.0013606	0.0027212	0.021274	True
C6orf203_m107361054	C6orf203	274.03/670.25	715.57/906.41	472.14	810.99	0.77919	78497	12741	3.0019	0.99866	0.0013415	0.002683	0.021058	True
C20orf112_p31062435	C20orf112	1489.8/430.75	574.92/366.99	960.3	470.95	-1.0263	5.6084e+05	26578	3.0016	0.0013428	0.99866	0.0026856	0.021061	False
ACTR8_m53916047	ACTR8	2437.4/2279.5	2232.3/927.38	2358.5	1579.8	-0.57779	12459	67399	2.9993	0.001353	0.99865	0.0027061	0.021205	False
C1orf56_m151020452	C1orf56	240.86/425.58	783.62/447.96	333.22	615.79	0.88399	17062	8881.6	2.9984	0.99864	0.0013575	0.0027149	0.021258	True
ALS2CR8_p203807555	ALS2CR8	85.093/411.8	318.25/664.08	248.45	491.16	0.9804	53369	6553.3	2.9982	0.99864	0.0013592	0.0027184	0.021269	True
ARID4B_m235424011	ARID4B	2032.1/1294	809.55/1218.1	1663.1	1013.8	-0.7135	2.7243e+05	46938	2.9968	0.0013643	0.99864	0.0027285	0.021315	False
C8orf31_p144124437	C8orf31	666.32/1748.9	831.59/483.49	1207.6	657.54	-0.87598	5.8595e+05	33696	2.9965	0.0013656	0.99863	0.0027312	0.021319	False
C3orf70_m184870601	C3orf70	1906.7/1009.7	924.28/780	1458.2	852.14	-0.7743	4.0228e+05	40963	2.9944	0.0013751	0.99862	0.0027503	0.021451	False
ACRC_p70800703	ACRC	1367.3/1428.4	1068.2/542.33	1397.8	805.25	-0.79491	1868.2	39208	2.9926	0.001383	0.99862	0.002766	0.021549	False
AQR_p35240525	AQR	462.96/115.44	50.556/19.806	289.2	35.181	-3.0037	60385	7669.6	2.9925	0.0013836	0.99862	0.0027672	0.021549	False
ANKRD1_m92680081	ANKRD1	1021.1/2010.8	1945.1/2321.9	1515.9	2133.5	0.49276	4.897e+05	42644	2.9907	0.99861	0.0013917	0.0027834	0.021658	True
AURKC_p57743463	AURKC	1207.2/1290.5	1428.5/2186.2	1248.9	1807.4	0.53294	3475.7	34889	2.9902	0.99861	0.0013941	0.0027882	0.021679	True
ACHE_m100491767	ACHE	1527.3/1705.8	997.52/960	1616.6	978.76	-0.72333	15921	45579	2.9875	0.0014064	0.99859	0.0028129	0.021854	False
ARHGAP39_p145806613	ARHGAP39	1935.5/926.98	1059.1/605.82	1431.2	832.46	-0.78109	5.0855e+05	40179	2.9872	0.0014076	0.99859	0.0028153	0.021855	False
BRIX1_p34915916	BRIX1	715.36/389.4	1108.4/727.57	552.38	917.96	0.73174	53123	14990	2.986	0.99859	0.0014135	0.0028269	0.021929	True
CBX6_m39268161	CBX6	483.15/513.46	533.44/1156.3	498.31	844.87	0.76051	459.19	13473	2.9857	0.99859	0.0014146	0.0028291	0.021929	True
ACTR8_m53916057	ACTR8	973.52/975.23	764.18/203.88	974.37	484.03	-1.0079	1.4587	26982	2.9851	0.0014172	0.99858	0.0028345	0.021954	False
ANKHD1_p139781672	ANKHD1	312.97/916.64	813.44/1188.3	614.81	1000.9	0.70218	1.8221e+05	16748	2.9834	0.99857	0.0014255	0.0028511	0.022065	True
ACTN1_m69392359	ACTN1	535.07/342.88	922.33/604.08	438.98	763.2	0.79653	18469	11816	2.9828	0.99857	0.0014283	0.0028567	0.022084	True
BMPR1B_p96025601	BMPR1B	711.03/1083.8	1190.7/1543.1	897.4	1366.9	0.60651	69470	24777	2.9826	0.99857	0.0014292	0.0028584	0.022084	True
C5orf55_p442911	C5orf55	1312.4/1187.2	584.64/800.39	1249.8	692.51	-0.85086	7848.8	34917	2.9824	0.0014301	0.99857	0.0028601	0.022084	False
C9orf123_p7799650	C9orf123	866.79/327.37	1114.8/839.42	597.08	977.12	0.70967	1.4549e+05	16248	2.9815	0.99857	0.0014344	0.0028687	0.022133	True
BDH1_p197260353	BDH1	199.03/482.44	562.6/686.21	340.74	624.41	0.87191	40162	9089.2	2.9754	0.99854	0.0014631	0.0029262	0.022559	True
ARL4D_m41477219	ARL4D	886.98/895.97	531.49/318.06	891.48	424.77	-1.0677	40.359	24608	2.9751	0.0014645	0.99854	0.002929	0.022563	False
C2orf80_p209045999	C2orf80	1042.7/809.82	235.93/665.82	926.28	450.88	-1.0371	27128	25604	2.9711	0.0014838	0.99852	0.0029677	0.022844	False
C7orf26_p6630018	C7orf26	545.17/263.62	152.32/40.194	404.4	96.256	-2.0595	39635	10853	2.9683	0.0014974	0.9985	0.0029948	0.02302	False
APBB2_m40829187	APBB2	612.96/441.09	858.16/905.24	527.02	881.7	0.74132	14769	14278	2.9682	0.9985	0.0014976	0.0029952	0.02302	True
C1orf106_p200868661	C1orf106	356.24/725.39	214.54/148.54	540.81	181.54	-1.5696	68137	14665	2.9675	0.001501	0.9985	0.0030019	0.023054	False
BAZ1B_m72936208	BAZ1B	460.08/482.44	60.279/213.79	471.26	137.03	-1.7746	250.13	12717	2.9668	0.0015045	0.9985	0.0030089	0.02309	False
C9orf50_p132382599	C9orf50	2675.4/2217.5	1543.3/1780.2	2446.4	1661.7	-0.55772	1.0481e+05	70004	2.9659	0.0015092	0.99849	0.0030183	0.023145	False
BRPF3_m36168159	BRPF3	1429.3/839.11	625.47/590.1	1134.2	607.78	-0.89893	1.7415e+05	31577	2.9623	0.0015267	0.99847	0.0030534	0.023395	False
AHRR_m344006	AHRR	338.93/158.52	487.42/489.9	248.72	488.66	0.97145	16274	6560.8	2.9622	0.99847	0.0015289	0.0030577	0.023396	True
BCAS3_p58756859	BCAS3	636.03/1681.7	1558.8/1823.3	1158.8	1691.1	0.54485	5.4667e+05	32289	2.9618	0.99847	0.0015291	0.0030582	0.023396	True
C10orf25_p45496273	C10orf25	1497.1/1359.5	848.44/822.52	1428.3	835.48	-0.77286	9466.4	40093	2.9605	0.0015359	0.99846	0.0030719	0.023483	False
ATP2A3_p3856976	ATP2A3	810.54/773.63	983.26/1474.4	792.09	1228.8	0.63288	681.19	21773	2.9597	0.99846	0.0015397	0.0030793	0.023518	True
CASZ1_p10725538	CASZ1	346.14/429.03	501.68/876.7	387.59	689.19	0.82875	3435.4	10386	2.9594	0.99846	0.0015414	0.0030827	0.023518	True
CAMK2B_p44364974	CAMK2B	943.23/692.65	1269.1/1254.8	817.94	1261.9	0.62494	31395	22509	2.9593	0.99846	0.0015417	0.0030835	0.023518	True
C11orf93_m111177280	C11orf93	106.73/112	115.37/416.5	109.36	265.94	1.2743	13.884	2801.8	2.9581	0.99842	0.0015783	0.0031567	0.02393	True
BCR_m23523148	BCR	832.18/665.08	550.94/99.029	748.63	324.98	-1.2014	13960	20537	2.9562	0.001557	0.99844	0.0031141	0.023733	False
C14orf1_p76121275	C14orf1	949/814.99	442.69/399.03	881.99	420.86	-1.0656	8979.9	24337	2.9559	0.0015587	0.99844	0.0031174	0.02374	False
ALYREF_p79849252	ALYREF	706.7/530.69	412.88/57.087	618.7	234.98	-1.3929	15490	16858	2.9555	0.0015607	0.99844	0.0031213	0.023752	False
CBL_p119077273	CBL	1195.6/1445.6	1015.7/489.32	1320.6	752.49	-0.81064	31246	36968	2.9548	0.0015642	0.99844	0.0031284	0.023787	False
AURKC_p57743451	AURKC	783.14/904.58	1190.7/1398.1	843.86	1294.4	0.61657	7374	23248	2.9546	0.99843	0.0015654	0.0031307	0.023787	True
BYSL_p41889367	BYSL	1195.6/1235.4	674.09/669.32	1215.5	671.7	-0.85471	791.1	33925	2.9525	0.0015762	0.99842	0.0031523	0.023918	False
C21orf58_p47742590	C21orf58	814.87/656.47	185.37/447.38	735.67	316.38	-1.2148	12546	20169	2.9524	0.0015763	0.99842	0.0031527	0.023918	False
AIPL1_m6338399	AIPL1	752.85/1371.5	1441.5/1696.3	1062.2	1568.9	0.56228	1.9137e+05	29504	2.95	0.99841	0.0015886	0.0031773	0.024057	True
BACH1_p30693725	BACH1	599.98/613.39	1206.2/765.43	606.68	985.83	0.69948	90.015	16519	2.95	0.99841	0.0015891	0.0031782	0.024057	True
BCL11B_m99724158	BCL11B	947.56/959.72	1731.2/1134.2	953.64	1432.7	0.58672	73.95	26387	2.9491	0.99841	0.0015932	0.0031865	0.024085	True
ATP2A3_p3867541	ATP2A3	1028.3/1791.9	1590.6/2402.9	1410.1	1996.7	0.50152	2.9155e+05	39566	2.9491	0.99841	0.0015934	0.0031868	0.024085	True
BHLHA15_p97841616	BHLHA15	548.05/377.34	754.46/829.51	462.7	791.99	0.77411	14572	12477	2.9479	0.9984	0.0015998	0.0031996	0.024163	True
AATK_p79104864	AATK	861.02/1102.7	1454.5/1481.4	981.88	1467.9	0.57967	29211	27197	2.9472	0.9984	0.0016033	0.0032067	0.024187	True
ALKBH4_p102105196	ALKBH4	287.01/541.03	716.22/733.4	414.02	724.81	0.80641	32263	11121	2.9471	0.9984	0.0016037	0.0032075	0.024187	True
C2orf44_p24262278	C2orf44	1373/651.3	1411.7/1599.6	1012.2	1505.6	0.57248	2.6044e+05	28066	2.9457	0.99839	0.0016112	0.0032224	0.024281	True
C20orf194_m3362123	C20orf194	461.52/260.18	116.67/30.874	360.85	73.771	-2.2748	20270	9645.2	2.9452	0.0016138	0.99839	0.0032277	0.024302	False
ATPAF2_p17942181	ATPAF2	745.64/820.16	261.21/440.97	782.9	351.09	-1.1547	2776	21511	2.9442	0.0016192	0.99838	0.0032383	0.024364	False
CBX2_m77752074	CBX2	533.63/485.89	121.21/207.38	509.76	164.29	-1.6276	1139.7	13794	2.9428	0.0016263	0.99837	0.0032525	0.02445	False
AZI1_m79193836	AZI1	830.74/708.16	1094.7/1299.6	769.45	1197.2	0.63707	7512.5	21129	2.9426	0.99837	0.0016273	0.0032546	0.02445	True
AQP1_p30961691	AQP1	275.47/716.77	651.4/1022.3	496.12	836.86	0.75312	97375	13412	2.9422	0.99837	0.0016293	0.0032586	0.024461	True
BRDT_m92441923	BRDT	1463.9/1028.6	1348.2/2242.1	1246.3	1795.2	0.52614	94718	34814	2.9417	0.99837	0.0016318	0.0032637	0.024481	True
C19orf26_p1236027	C19orf26	139.9/315.31	490.66/419.42	227.6	455.04	0.99629	15385	5984.9	2.9398	0.99836	0.0016446	0.0032892	0.024636	True
C16orf89_p5115776	C16orf89	749.97/696.1	1190/1083.5	723.03	1136.8	0.65206	1451.1	19810	2.9394	0.99836	0.001644	0.003288	0.024636	True
CCDC114_m48822000	CCDC114	598.53/303.25	140.65/114.17	450.89	127.41	-1.8152	43596	12148	2.9389	0.0016468	0.99835	0.0032935	0.024637	False
C6orf106_p34664293	C6orf106	1924/1409.4	1034.5/1024.1	1666.7	1029.3	-0.69483	1.3237e+05	47044	2.9388	0.0016472	0.99835	0.0032943	0.024637	False
C1orf112_p169772347	C1orf112	910.06/1085.5	626.77/391.46	997.78	509.11	-0.96935	15390	27653	2.9386	0.0016485	0.99835	0.003297	0.024639	False
C4orf22_m81256950	C4orf22	292.78/387.68	713.62/526.6	340.23	620.11	0.86412	4503.2	9075.1	2.938	0.99835	0.0016519	0.0033038	0.024658	True
BANP_m88017843	BANP	1579.3/1066.5	1749.4/2027.2	1322.9	1888.3	0.51304	1.3144e+05	37034	2.9379	0.99835	0.0016522	0.0033045	0.024658	True
C16orf93_m30772957	C16orf93	1637/1359.5	939.83/851.65	1498.2	895.74	-0.74144	38502	42128	2.9353	0.0016663	0.99833	0.0033326	0.024849	False
BANP_p88008729	BANP	845.16/665.08	328.62/336.7	755.12	332.66	-1.1802	16213	20721	2.9348	0.0016687	0.99833	0.0033373	0.024866	False
AQR_m35261756	AQR	872.56/1169.9	866.59/188.15	1021.2	527.37	-0.95211	44213	28327	2.9344	0.0016711	0.99833	0.0033422	0.024884	False
ANKS1A_p34857197	ANKS1A	791.8/1163	1818.7/1101.6	977.42	1460.1	0.57858	68910	27069	2.9341	0.99833	0.0016729	0.0033457	0.024891	True
ADAM10_p58974401	ADAM10	950.44/839.11	606.68/260.97	894.78	433.82	-1.0427	6197.6	24702	2.9328	0.0016795	0.99832	0.0033589	0.024952	False
ACVRL1_p52306281	ACVRL1	1172.5/870.12	1733.8/1296.1	1021.3	1515	0.56837	45731	28330	2.9328	0.99832	0.0016795	0.003359	0.024952	True
ADAP1_m994042	ADAP1	287.01/358.39	466.67/722.33	322.7	594.5	0.87946	2547.5	8591.3	2.9324	0.99832	0.0016821	0.0033641	0.024952	True
C5orf45_p179285726	C5orf45	1088.9/1173.4	651.4/570.29	1131.1	610.85	-0.88781	3568	31489	2.932	0.0016839	0.99832	0.0033679	0.024952	False
CBS_m44492132	CBS	1726.4/1881.5	1385.8/897.09	1804	1141.4	-0.65986	12037	51062	2.9319	0.0016843	0.99832	0.0033685	0.024952	False
C9orf41_m77643148	C9orf41	203.36/806.37	193.15/131.65	504.86	162.4	-1.6303	1.8181e+05	13657	2.9319	0.0016844	0.99832	0.0033689	0.024952	False
BPTF_p65822277	BPTF	783.14/351.5	194.45/212.62	567.32	203.53	-1.4744	93159	15410	2.9309	0.0016897	0.99831	0.0033794	0.025012	False
BLZF1_m169345796	BLZF1	263.93/320.48	436.86/663.49	292.21	550.18	0.9106	1598.9	7752.1	2.9299	0.9983	0.0016959	0.0033918	0.025085	True
AIM2_m159043254	AIM2	1137.9/1344	1466.1/2106.4	1240.9	1786.3	0.52516	21221	34661	2.9291	0.9983	0.0016996	0.0033991	0.02512	True
C1orf233_p1535145	C1orf233	2071.1/1316.4	1105.1/1001.4	1693.7	1053.2	-0.68486	2.8478e+05	47834	2.9285	0.0017031	0.9983	0.0034061	0.025153	False
CACNA1A_m13616940	CACNA1A	773.05/799.48	517.88/193.98	786.26	355.93	-1.1412	349.36	21607	2.9276	0.001708	0.99829	0.0034161	0.025209	False
ACO2_m41895784	ACO2	809.1/840.83	1166/1365.4	824.97	1265.7	0.61696	503.38	22709	2.9249	0.99828	0.0017229	0.0034458	0.025408	True
ALOX15_m4544829	ALOX15	507.67/456.6	243.71/53.592	482.14	148.65	-1.6908	1304.2	13021	2.9247	0.0017241	0.99828	0.0034482	0.025408	False
C1orf53_p197871777	C1orf53	1142.3/811.54	1455.8/1459.8	976.9	1457.8	0.57701	54688	27054	2.9236	0.99827	0.0017299	0.0034597	0.025474	True
C1orf100_p244528036	C1orf100	312.97/296.36	535.38/600	304.66	567.69	0.8957	137.94	8094.6	2.9235	0.99827	0.0017313	0.0034626	0.025477	True
