id	Score	FDR	LogFDR	EntrezID	Symbol	HumanGene
C16orf54	-0.1089	0.999965	1.52005728781941e-05	283897	C16orf54	C16orf54
BATF3	-0.14487	0.999965	1.52005728781941e-05	55509	BATF3	BATF3
ALOX15	0.0042501	0.999995	2.1714778382296e-06	246	ALOX15	ALOX15
C16orf52	-0.062035	0.999965	1.52005728781941e-05	730094	C16orf52	C16orf52
ASPA	0.056861	0.999995	2.1714778382296e-06	443	ASPA	ASPA
CCDC116	-0.030446	0.999965	1.52005728781941e-05	164592	CCDC116	CCDC116
ALKBH3	0.13448	0.999995	2.1714778382296e-06	221120	ALKBH3	ALKBH3
ATF6B	-0.20968	0.999965	1.52005728781941e-05	1388	ATF6B	ATF6B
ATXN2	0.39291	0.658465	0.181467304545534	6311	ATXN2	ATXN2
CASP8AP2	-0.038558	0.999965	1.52005728781941e-05	9994	CASP8AP2	CASP8AP2
BRWD1	0.02105	0.999995	2.1714778382296e-06	54014	BRWD1	BRWD1
C11orf71	0.19204	0.826088	0.0829736864826069	54494	C11orf71	C11orf71
BTRC	0.0013938	0.686974	0.163059699432742	8945	BTRC	BTRC
BCL3	-0.085019	0.999965	1.52005728781941e-05	602	BCL3	BCL3
C1orf185	0.015268	0.882932	0.0540727428119685	284546	C1orf185	C1orf185
C6orf47	0.39475	0.686974	0.163059699432742	57827	C6orf47	C6orf47
C16orf62	0.064365	0.999995	2.1714778382296e-06	57020	C16orf62	C16orf62
BCL11A	0.16376	0.882932	0.0540727428119685	53335	BCL11A	BCL11A
CBY1	0.2907	0.705972	0.151212523433519	25776	CBY1	CBY1
APPL1	0.21552	0.944193	0.0249392236385517	26060	APPL1	APPL1
CCDC11	0.21511	0.77408	0.111214153318214	220136	CCDC11	CCDC11
ATOH8	-0.062577	0.999965	1.52005728781941e-05	84913	ATOH8	ATOH8
C9orf37	0.028514	0.982282	0.00776381418625162	85026	C9orf37	C9orf37
C10orf111	-0.03275	0.999965	1.52005728781941e-05	221060	C10orf111	C10orf111
ADAR	-0.094571	0.999965	1.52005728781941e-05	103	ADAR	ADAR
ACAT2	0.21609	0.928561	0.0321895608598947	39	ACAT2	ACAT2
C11orf58	-0.026248	0.999965	1.52005728781941e-05	10944	C11orf58	C11orf58
APPBP2	-0.10515	0.999965	1.52005728781941e-05	10513	APPBP2	APPBP2
ACTL6B	-0.080153	0.999965	1.52005728781941e-05	51412	ACTL6B	ACTL6B
C18orf56	0.085308	0.85605	0.0675008683953606	494514	C18orf56	C18orf56
BARHL2	0.023075	0.913341	0.0393670463769532	343472	BARHL2	BARHL2
C17orf66	-0.16173	0.999965	1.52005728781941e-05	256957	C17orf66	C17orf66
ACP1	-0.11611	0.999965	1.52005728781941e-05	52	ACP1	ACP1
C17orf59	0.18885	0.925084	0.0338188304175539	54785	C17orf59	C17orf59
C5orf42	0.18978	0.928561	0.0321895608598947	65250	C5orf42	C5orf42
CC2D1A	0.27295	0.882932	0.0540727428119685	54862	CC2D1A	CC2D1A
ADRB3	0.26391	0.734161	0.134208689751212	155	ADRB3	ADRB3
C6orf163	-0.11935	0.999965	1.52005728781941e-05	206412	C6orf163	C6orf163
AFF1	0.12171	0.999995	2.1714778382296e-06	4299	AFF1	AFF1
C5orf51	0.35873	0.686974	0.163059699432742	285636	C5orf51	C5orf51
ALKBH4	-0.0033973	0.999965	1.52005728781941e-05	54784	ALKBH4	ALKBH4
AIFM3	-0.11525	0.999965	1.52005728781941e-05	150209	AIFM3	AIFM3
C1orf122	0.20272	0.497237	0.303436562456051	127687	C1orf122	C1orf122
B9D2	0.028665	0.999995	2.1714778382296e-06	80776	B9D2	B9D2
AMHR2	-0.02479	0.999965	1.52005728781941e-05	269	AMHR2	AMHR2
ASCL3	0.054846	0.999995	2.1714778382296e-06	56676	ASCL3	ASCL3
C2CD2	0.039573	0.999995	2.1714778382296e-06	25966	C2CD2	C2CD2
C10orf35	-0.14306	0.999965	1.52005728781941e-05	219738	C10orf35	C10orf35
C16orf45	0.082671	0.999995	2.1714778382296e-06	89927	C16orf45	C16orf45
C19orf57	0.21832	0.913341	0.0393670463769532	79173	C19orf57	C19orf57
CCDC105	0.0081556	0.999995	2.1714778382296e-06	126402	CCDC105	CCDC105
C9orf116	0.13168	0.999995	2.1714778382296e-06	138162	C9orf116	C9orf116
CCDC102B	0.050607	0.999995	2.1714778382296e-06	79839	CCDC102B	CCDC102B
C8orf47	0.080359	0.999995	2.1714778382296e-06	203111	C8orf47	C8orf47
C14orf169	0.038855	0.99384	0.00268352778601593	79697	C14orf169	C14orf169
CAB39	0.11113	0.85605	0.0675008683953606	51719	CAB39	CAB39
C1orf87	0.012072	0.917605	0.0373442286437402	127795	C1orf87	C1orf87
C2orf15	0.033273	0.99384	0.00268352778601593	150590	C2orf15	C2orf15
CBFA2T2	0.15299	0.982282	0.00776381418625162	9139	CBFA2T2	CBFA2T2
BMP2K	0.23549	0.88567	0.0527280657829843	55589	BMP2K	BMP2K
AXIN2	0.20775	0.917277	0.0374994959487566	8313	AXIN2	AXIN2
ABHD14B	0.12218	0.999995	2.1714778382296e-06	84836	ABHD14B	ABHD14B
C7orf50	0.26062	0.87828	0.0563670067941922	84310	C7orf50	C7orf50
C5orf63	-0.044301	0.999965	1.52005728781941e-05	401207	C5orf63	C5orf63
CBX5	-0.071398	0.999965	1.52005728781941e-05	23468	CBX5	CBX5
AR	0.50591	0.402268	0.395484513727941	367	AR	AR
BRD7	0.096375	0.984473	0.00679619025395535	29117	BRD7	BRD7
ADI1	0.13196	0.975794	0.0106418566223	55256	ADI1	ADI1
AHR	0.094413	0.658465	0.181467304545534	196	AHR	AHR
C1orf226	0.068086	0.999995	2.1714778382296e-06	400793	C1orf226	C1orf226
APPL2	0.14073	0.841697	0.0748442207458878	55198	APPL2	APPL2
C1orf105	0.0556	0.999995	2.1714778382296e-06	92346	C1orf105	C1orf105
C5orf38	0.15002	0.524841	0.27997224570129	153571	C5orf38	C5orf38
APOBEC1	0.086495	0.999995	2.1714778382296e-06	339	APOBEC1	APOBEC1
CBR3	0.025974	0.999995	2.1714778382296e-06	874	CBR3	CBR3
C5orf15	0.18592	0.944193	0.0249392236385517	56951	C5orf15	C5orf15
C7orf31	0.087616	0.999995	2.1714778382296e-06	136895	C7orf31	C7orf31
ARL3	0.15033	0.999995	2.1714778382296e-06	403	ARL3	ARL3
C9orf169	0.13438	0.999995	2.1714778382296e-06	375791	C9orf169	C9orf169
C14orf159	-0.178	0.999965	1.52005728781941e-05	80017	C14orf159	C14orf159
C10orf11	0.26185	0.913341	0.0393670463769532	83938	C10orf11	C10orf11
C9orf139	0.038686	0.999995	2.1714778382296e-06	401563	C9orf139	C9orf139
ACVR2A	0.23685	0.853993	0.0685456891164196	92	ACVR2A	ACVR2A
C4orf48	0.060307	0.999995	2.1714778382296e-06	401115	C4orf48	C4orf48
C1orf228	0.18218	0.57808	0.238012055776053	339541	C1orf228	C1orf228
APOBEC3A	0.12402	0.999995	2.1714778382296e-06	200315	APOBEC3A	APOBEC3A
C19orf10	0.1094	0.999995	2.1714778382296e-06	56005	C19orf10	C19orf10
C2orf76	0.13932	0.913341	0.0393670463769532	130355	C2orf76	C2orf76
C4orf33	0.13329	0.826088	0.0829736864826069	132321	C4orf33	C4orf33
ALPK2	0.26793	0.754702	0.122224499103854	115701	ALPK2	ALPK2
BCOR	0.15126	0.975794	0.0106418566223	54880	BCOR	BCOR
C10orf120	0.19079	0.686974	0.163059699432742	399814	C10orf120	C10orf120
C11orf85	0.12894	0.982282	0.00776381418625162	283129	C11orf85	C11orf85
C16orf58	0.02324	0.999995	2.1714778382296e-06	64755	C16orf58	C16orf58
C5orf22	0.17485	0.975794	0.0106418566223	55322	C5orf22	C5orf22
C3orf30	-0.076572	0.999965	1.52005728781941e-05	152405	C3orf30	C3orf30
ACVRL1	0.22577	0.808394	0.0923769185319953	94	ACVRL1	ACVRL1
ALDH1A2	0.326	0.853993	0.0685456891164196	8854	ALDH1A2	ALDH1A2
CABLES1	0.10957	0.658465	0.181467304545534	91768	CABLES1	CABLES1
C6orf120	0.11218	0.999995	2.1714778382296e-06	387263	C6orf120	C6orf120
C11orf74	0.10211	0.999995	2.1714778382296e-06	119710	C11orf74	C11orf74
BCL9L	0.15336	0.853993	0.0685456891164196	283149	BCL9L	BCL9L
CAMTA1	0.0039744	0.999995	2.1714778382296e-06	23261	CAMTA1	CAMTA1
ARID5B	0.094802	0.999995	2.1714778382296e-06	84159	ARID5B	ARID5B
ANKRD32	-0.083109	0.999965	1.52005728781941e-05	84250	ANKRD32	ANKRD32
C7orf60	0.20608	0.686974	0.163059699432742	154743	C7orf60	C7orf60
ALKBH2	0.23453	0.801858	0.0959025335570112	121642	ALKBH2	ALKBH2
ALK	0.17097	0.686974	0.163059699432742	238	ALK	ALK
C7orf25	0.1697	0.851686	0.0697204916211222	79020	C7orf25	C7orf25
BTG4	-0.0037675	0.999965	1.52005728781941e-05	54766	BTG4	BTG4
C22orf31	-0.043827	0.999965	1.52005728781941e-05	25770	C22orf31	C22orf31
AKNA	0.32822	0.507735	0.294362898082595	80709	AKNA	AKNA
C1orf227	0.18553	0.982282	0.00776381418625162	149643	C1orf227	C1orf227
AFF2	0.29586	0.87828	0.0563670067941922	2334	AFF2	AFF2
ABCB8	0.40619	0.406991	0.390415194444445	11194	ABCB8	ABCB8
APAF1	0.194	0.913341	0.0393670463769532	317	APAF1	APAF1
C9orf66	0.13939	0.944193	0.0249392236385517	157983	C9orf66	C9orf66
C1orf168	0.054291	0.999995	2.1714778382296e-06	199920	C1orf168	C1orf168
C1orf101	0.017927	0.928561	0.0321895608598947	257044	C1orf101	C1orf101
ATRX	0.47511	0.686974	0.163059699432742	546	ATRX	ATRX
C9orf96	0.11896	0.999995	2.1714778382296e-06	169436	C9orf96	C9orf96
C15orf27	0.00777	0.96576	0.015130786240523	123591	C15orf27	C15orf27
AK1	0.083364	0.686974	0.163059699432742	203	AK1	AK1
C16orf96	0.15815	0.705966	0.151216214483539	342346	C16orf96	C16orf96
C9orf72	-0.00082901	0.999965	1.52005728781941e-05	203228	C9orf72	C9orf72
AXIN1	0.41905	0.686974	0.163059699432742	8312	AXIN1	AXIN1
C1orf172	0.061232	0.999995	2.1714778382296e-06	126695	C1orf172	C1orf172
BIVM	0.13859	0.982282	0.00776381418625162	54841	BIVM	BIVM
AKR1B1	0.10647	0.999995	2.1714778382296e-06	231	AKR1B1	AKR1B1
C19orf48	-0.026569	0.999965	1.52005728781941e-05	84798	C19orf48	C19orf48
ANKRD42	0.027118	0.982282	0.00776381418625162	338699	ANKRD42	ANKRD42
ARID3A	0.24591	0.35341	0.451721165968544	1820	ARID3A	ARID3A
C17orf80	0.32846	0.402268	0.395484513727941	55028	C17orf80	C17orf80
C11orf52	0.09937	0.975794	0.0106418566223	91894	C11orf52	C11orf52
ALDH7A1	0.018102	0.999995	2.1714778382296e-06	501	ALDH7A1	ALDH7A1
C4orf32	0.1242	0.823692	0.0842351520237546	132720	C4orf32	C4orf32
C1orf111	0.17913	0.944193	0.0249392236385517	284680	C1orf111	C1orf111
AMOTL1	0.057615	0.999995	2.1714778382296e-06	154810	AMOTL1	AMOTL1
C2orf78	0.016022	0.999995	2.1714778382296e-06	388960	C2orf78	C2orf78
BHLHA15	-0.0013772	0.999965	1.52005728781941e-05	168620	BHLHA15	BHLHA15
BARX2	0.13568	0.944193	0.0249392236385517	8538	BARX2	BARX2
ANKRD12	0.13637	0.999995	2.1714778382296e-06	23253	ANKRD12	ANKRD12
AXL	0.11302	0.928561	0.0321895608598947	558	AXL	AXL
BLZF1	0.27155	0.965698	0.0151586680354026	8548	BLZF1	BLZF1
ALX1	0.2039	0.975794	0.0106418566223	8092	ALX1	ALX1
AHNAK	0.445	0.801757	0.0959572396338815	79026	AHNAK	AHNAK
CACUL1	-0.11649	0.999965	1.52005728781941e-05	143384	CACUL1	CACUL1
C6orf141	0.064116	0.999995	2.1714778382296e-06	135398	C6orf141	C6orf141
C2orf73	0.0073012	0.999995	2.1714778382296e-06	129852	C2orf73	C2orf73
C16orf70	0.23265	0.811953	0.090469109221151	80262	C16orf70	C16orf70
C3orf20	0.13475	0.928561	0.0321895608598947	84077	C3orf20	C3orf20
BOK	-0.028683	0.999965	1.52005728781941e-05	666	BOK	BOK
ANXA11	0.1476	0.970615	0.0129530013301388	311	ANXA11	ANXA11
ASB8	-0.074992	0.999965	1.52005728781941e-05	140461	ASB8	ASB8
C11orf45	0.34396	0.507735	0.294362898082595	219833	C11orf45	C11orf45
C6orf195	0.26621	0.970615	0.0129530013301388	154386	C6orf195	C6orf195
ADARB1	0.17896	0.96576	0.015130786240523	104	ADARB1	ADARB1
BCORL1	0.062481	0.975794	0.0106418566223	63035	BCORL1	BCORL1
C2CD4B	-0.095637	0.999965	1.52005728781941e-05	388125	C2CD4B	C2CD4B
C14orf166B	0.20738	0.754702	0.122224499103854	145497	C14orf166B	C14orf166B
C21orf33	-0.043427	0.999965	1.52005728781941e-05	8209	C21orf33	C21orf33
APLP2	0.18135	0.754702	0.122224499103854	334	APLP2	APLP2
ARID2	0.12467	0.999995	2.1714778382296e-06	196528	ARID2	ARID2
CCDC112	0.096969	0.999995	2.1714778382296e-06	153733	CCDC112	CCDC112
C6orf201	-0.10127	0.999965	1.52005728781941e-05	404220	C6orf201	C6orf201
ARL6IP4	-0.003208	0.999965	1.52005728781941e-05	51329	ARL6IP4	ARL6IP4
BCL9	0.051927	0.928561	0.0321895608598947	607	BCL9	BCL9
AEBP2	0.078406	0.999995	2.1714778382296e-06	121536	AEBP2	AEBP2
C6orf70	0.19895	0.944193	0.0249392236385517	55780	C6orf70	C6orf70
C16orf78	0.25927	0.402268	0.395484513727941	123970	C16orf78	C16orf78
ADK	0.33084	0.57808	0.238012055776053	132	ADK	ADK
ACAD11	-0.076153	0.999965	1.52005728781941e-05	84129	ACAD11	ACAD11
C10orf99	0.16837	0.99512	0.00212454518849806	387695	C10orf99	C10orf99
ALX4	-0.077137	0.999965	1.52005728781941e-05	60529	ALX4	ALX4
BCAS3	0.13065	0.999995	2.1714778382296e-06	54828	BCAS3	BCAS3
ARHGEF11	0.054446	0.982282	0.00776381418625162	9826	ARHGEF11	ARHGEF11
CALCA	0.17379	0.913341	0.0393670463769532	796	CALCA	CALCA
CARD8	0.060246	0.999995	2.1714778382296e-06	22900	CARD8	CARD8
BTK	0.35235	0.597742	0.223486227640636	695	BTK	BTK
ARFGAP2	0.25613	0.686974	0.163059699432742	84364	ARFGAP2	ARFGAP2
C12orf42	0.15144	0.999995	2.1714778382296e-06	374470	C12orf42	C12orf42
C15orf38	-0.01645	0.999965	1.52005728781941e-05	348110	C15orf38	C15orf38
ASRGL1	-0.032885	0.999965	1.52005728781941e-05	80150	ASRGL1	ASRGL1
BARD1	0.3042	0.88567	0.0527280657829843	580	BARD1	BARD1
AFTPH	-0.00813	0.999965	1.52005728781941e-05	54812	AFTPH	AFTPH
BCL6B	0.29726	0.637417	0.195576358013622	255877	BCL6B	BCL6B
C6orf211	0.089053	0.999995	2.1714778382296e-06	79624	C6orf211	C6orf211
ASF1A	0.14522	0.977091	0.0100649869900918	25842	ASF1A	ASF1A
BAALC	0.095503	0.964902	0.0155167934131962	79870	BAALC	BAALC
AUNIP	0.077528	0.982282	0.00776381418625162	79000	AUNIP	AUNIP
C1orf159	0.28141	0.705966	0.151216214483539	54991	C1orf159	C1orf159
C2orf57	0.095815	0.999995	2.1714778382296e-06	165100	C2orf57	C2orf57
AP5Z1	0.2475	0.944193	0.0249392236385517	9907	AP5Z1	AP5Z1
BATF	0.11071	0.99512	0.00212454518849806	10538	BATF	BATF
ADCK5	0.11407	0.443733	0.352878272015986	203054	ADCK5	ADCK5
AATK	0.34224	0.656748	0.182601241100379	9625	AATK	AATK
AGAP2	0.011345	0.99512	0.00212454518849806	116986	AGAP2	AGAP2
C5orf46	-0.02723	0.999965	1.52005728781941e-05	389336	C5orf46	C5orf46
AIRE	-0.037892	0.999965	1.52005728781941e-05	326	AIRE	AIRE
BCL11B	0.059892	0.735164	0.133615767922469	64919	BCL11B	BCL11B
C2orf40	0.39082	0.686974	0.163059699432742	84417	C2orf40	C2orf40
ARRB2	-0.0050444	0.999965	1.52005728781941e-05	409	ARRB2	ARRB2
C2orf43	0.047834	0.975794	0.0106418566223	60526	C2orf43	C2orf43
C6orf89	0.0062245	0.999995	2.1714778382296e-06	221477	C6orf89	C6orf89
AHRR	0.053585	0.637417	0.195576358013622	57491	AHRR	AHRR
C9orf156	0.17203	0.928561	0.0321895608598947	51531	C9orf156	C9orf156
BCHE	0.28693	0.631954	0.199314532909441	590	BCHE	BCHE
ADCK4	0.40596	0.257135	0.589838805222862	79934	ADCK4	ADCK4
C1orf85	-0.046833	0.999965	1.52005728781941e-05	112770	C1orf85	C1orf85
ACD	0.036711	0.999995	2.1714778382296e-06	65057	ACD	ACD
C5orf47	0.30913	0.686974	0.163059699432742	133491	C5orf47	C5orf47
ATF1	0.15507	0.944193	0.0249392236385517	466	ATF1	ATF1
C1orf162	0.068112	0.999995	2.1714778382296e-06	128346	C1orf162	C1orf162
C5orf48	0.24737	0.686974	0.163059699432742	389320	C5orf48	C5orf48
C12orf54	-0.041651	0.999965	1.52005728781941e-05	121273	C12orf54	C12orf54
ATF7	0.41518	0.540372	0.26730716253775	11016	ATF7	ATF7
C1orf74	-0.037006	0.999965	1.52005728781941e-05	148304	C1orf74	C1orf74
C17orf64	0.035827	0.999995	2.1714778382296e-06	124773	C17orf64	C17orf64
C19orf24	-0.02934	0.999965	1.52005728781941e-05	55009	C19orf24	C19orf24
C9orf89	0.5734	0.57808	0.238012055776053	84270	C9orf89	C9orf89
C16orf87	0.10589	0.999995	2.1714778382296e-06	388272	C16orf87	C16orf87
CALM1	0.37649	0.57808	0.238012055776053	801	CALM1	CALM1
BTBD8	0.54414	0.57808	0.238012055776053	284697	BTBD8	BTBD8
C5orf54	0.13574	0.999995	2.1714778382296e-06	63920	C5orf54	C5orf54
BHLHE23	0.19756	0.928561	0.0321895608598947	128408	BHLHE23	BHLHE23
ADRA1B	0.088669	0.970615	0.0129530013301388	147	ADRA1B	ADRA1B
C12orf29	0.33707	0.559406	0.252272879843439	91298	C12orf29	C12orf29
AHNAK2	0.40334	0.524841	0.27997224570129	113146	AHNAK2	AHNAK2
ARHGAP4	-0.07516	0.999965	1.52005728781941e-05	393	ARHGAP4	ARHGAP4
C1orf141	0.14105	0.982282	0.00776381418625162	400757	C1orf141	C1orf141
C19orf67	0.43302	0.681978	0.166229635068902	646457	C19orf67	C19orf67
CCDC107	0.013209	0.999995	2.1714778382296e-06	203260	CCDC107	CCDC107
C1orf216	0.072684	0.999995	2.1714778382296e-06	127703	C1orf216	C1orf216
C8orf4	-0.042211	0.999965	1.52005728781941e-05	56892	C8orf4	C8orf4
AFF4	0.37596	0.405476	0.392034846449197	27125	AFF4	AFF4
C1orf173	-0.029715	0.999965	1.52005728781941e-05	127254	C1orf173	C1orf173
ANKS1B	0.21363	0.705972	0.151212523433519	56899	ANKS1B	ANKS1B
CAMK2B	0.21447	0.933649	0.0298163636130921	816	CAMK2B	CAMK2B
CABIN1	0.36658	0.681978	0.166229635068902	23523	CABIN1	CABIN1
ATN1	-0.085509	0.999965	1.52005728781941e-05	1822	ATN1	ATN1
ALPK1	0.34046	0.686974	0.163059699432742	80216	ALPK1	ALPK1
AQP1	0.11384	0.999995	2.1714778382296e-06	358	AQP1	AQP1
ARNT	-0.031605	0.999965	1.52005728781941e-05	405	ARNT	ARNT
ADAD1	0.065162	0.999995	2.1714778382296e-06	132612	ADAD1	ADAD1
C1orf63	0.2619	0.524841	0.27997224570129	57035	C1orf63	C1orf63
C20orf27	0.43669	0.57808	0.238012055776053	54976	C20orf27	C20orf27
C12orf76	0.035354	0.975794	0.0106418566223	400073	C12orf76	C12orf76
ADH7	-0.020819	0.999965	1.52005728781941e-05	131	ADH7	ADH7
BEX4	0.20007	0.686974	0.163059699432742	56271	BEX4	BEX4
C4orf19	0.16309	0.999995	2.1714778382296e-06	55286	C4orf19	C4orf19
C17orf97	0.24302	0.913341	0.0393670463769532	400566	C17orf97	C17orf97
BCKDK	0.35593	0.402268	0.395484513727941	10295	BCKDK	BCKDK
ARGFX	0.32393	0.658465	0.181467304545534	503582	ARGFX	ARGFX
ANGPT2	0.21743	0.915212	0.0384782941677287	285	ANGPT2	ANGPT2
ARHGEF10	0.24018	0.999995	2.1714778382296e-06	9639	ARHGEF10	ARHGEF10
C3orf18	0.07259	0.999995	2.1714778382296e-06	51161	C3orf18	C3orf18
ABLIM2	0.19887	0.77408	0.111214153318214	84448	ABLIM2	ABLIM2
APOA1	0.14362	0.999995	2.1714778382296e-06	335	APOA1	APOA1
CAMKK1	0.13865	0.975794	0.0106418566223	84254	CAMKK1	CAMKK1
C20orf96	0.10283	0.913341	0.0393670463769532	140680	C20orf96	C20orf96
C2orf62	0.05016	0.999995	2.1714778382296e-06	375307	C2orf62	C2orf62
C6orf52	0.10275	0.999995	2.1714778382296e-06	347744	C6orf52	C6orf52
C14orf28	0.044079	0.999995	2.1714778382296e-06	122525	C14orf28	C14orf28
ALKBH6	0.11525	0.999995	2.1714778382296e-06	84964	ALKBH6	ALKBH6
ANKK1	0.64681	0.131683	0.880470287929159	255239	ANKK1	ANKK1
C19orf44	0.15638	0.88567	0.0527280657829843	84167	C19orf44	C19orf44
C20orf78	0.087078	0.913341	0.0393670463769532	100128496	C20orf78	C20orf78
C7orf29	0.0044092	0.88567	0.0527280657829843	113763	C7orf29	C7orf29
C11orf42	0.23137	0.933278	0.0299889715992716	160298	C11orf42	C11orf42
CALCOCO2	0.081378	0.99512	0.00212454518849806	10241	CALCOCO2	CALCOCO2
C19orf33	-0.023203	0.999965	1.52005728781941e-05	64073	C19orf33	C19orf33
BARHL1	0.26563	0.686974	0.163059699432742	56751	BARHL1	BARHL1
C11orf53	0.0024086	0.999995	2.1714778382296e-06	341032	C11orf53	C11orf53
AIF1	0.30451	0.913341	0.0393670463769532	199	AIF1	AIF1
C9orf40	0.34144	0.692315	0.159696258672175	55071	C9orf40	C9orf40
BAX	0.335	0.77408	0.111214153318214	581	BAX	BAX
C10orf82	0.2251	0.810456	0.09127055820709	143379	C10orf82	C10orf82
ASCL1	-0.060951	0.999965	1.52005728781941e-05	429	ASCL1	ASCL1
ARL8A	0.13904	0.999995	2.1714778382296e-06	127829	ARL8A	ARL8A
CAPN7	0.09561	0.99384	0.00268352778601593	23473	CAPN7	CAPN7
C3orf67	0.067468	0.999995	2.1714778382296e-06	200844	C3orf67	C3orf67
ANKRD6	0.44872	0.57808	0.238012055776053	22881	ANKRD6	ANKRD6
C11orf63	0.31394	0.507735	0.294362898082595	79864	C11orf63	C11orf63
C1orf94	0.24447	0.524841	0.27997224570129	84970	C1orf94	C1orf94
C2orf48	0.16503	0.982282	0.00776381418625162	6241	C2orf48	C2orf48
BMPR1B	0.34545	0.524841	0.27997224570129	658	BMPR1B	BMPR1B
ARNT2	0.26246	0.88567	0.0527280657829843	9915	ARNT2	ARNT2
C1orf53	0.10732	0.999995	2.1714778382296e-06	388722	C1orf53	C1orf53
A1CF	0.074754	0.928561	0.0321895608598947	29974	A1CF	A1CF
BBX	0.44274	0.402268	0.395484513727941	56987	BBX	BBX
C12orf39	0.21538	0.913341	0.0393670463769532	80763	C12orf39	C12orf39
APOBEC3G	0.11445	0.944193	0.0249392236385517	60489	APOBEC3G	APOBEC3G
C2orf54	-0.072014	0.999965	1.52005728781941e-05	79919	C2orf54	C2orf54
AURKC	0.21364	0.559406	0.252272879843439	6795	AURKC	AURKC
C12orf66	0.49485	0.211071	0.675571432278066	144577	C12orf66	C12orf66
ADD1	0.18413	0.982282	0.00776381418625162	118	ADD1	ADD1
C9orf3	0.1435	0.913341	0.0393670463769532	84909	C9orf3	C9orf3
C8orf34	0.016528	0.999995	2.1714778382296e-06	116328	C8orf34	C8orf34
BNIP3	0.2909	0.686974	0.163059699432742	664	BNIP3	BNIP3
C20orf85	0.13667	0.933278	0.0299889715992716	128602	C20orf85	C20orf85
AKR1C3	0.4259	0.686974	0.163059699432742	8644	AKR1C3	AKR1C3
ADRBK2	0.29419	0.686974	0.163059699432742	157	ADRBK2	ADRBK2
C9orf153	0.087863	0.999995	2.1714778382296e-06	389766	C9orf153	C9orf153
ARX	0.25009	0.826892	0.0825512097545329	170302	ARX	ARX
ARNTL	0.17635	0.752389	0.123557562502603	406	ARNTL	ARNTL
C4orf17	0.061394	0.754702	0.122224499103854	84103	C4orf17	C4orf17
C9orf24	0.26898	0.88567	0.0527280657829843	84688	C9orf24	C9orf24
AKAP11	0.17115	0.80111	0.0963078470704965	11215	AKAP11	AKAP11
CAMK2D	0.41296	0.524841	0.27997224570129	817	CAMK2D	CAMK2D
ATF7IP2	0.31962	0.746598	0.126913177803938	80063	ATF7IP2	ATF7IP2
BARX1	0.059025	0.658465	0.181467304545534	56033	BARX1	BARX1
ACTN4	0.28976	0.57808	0.238012055776053	81	ACTN4	ACTN4
C18orf8	0.040123	0.999995	2.1714778382296e-06	29919	C18orf8	C18orf8
ATAD2	0.23804	0.913341	0.0393670463769532	29028	ATAD2	ATAD2
CASZ1	0.35811	0.540372	0.26730716253775	54897	CASZ1	CASZ1
C2orf50	0.05452	0.999995	2.1714778382296e-06	130813	C2orf50	C2orf50
BASP1	0.4696	0.402268	0.395484513727941	10409	BASP1	BASP1
ANKRD28	0.12896	0.999995	2.1714778382296e-06	23243	ANKRD28	ANKRD28
CAMK2A	0.14129	0.686974	0.163059699432742	815	CAMK2A	CAMK2A
ASZ1	0.35938	0.686974	0.163059699432742	136991	ASZ1	ASZ1
APBB1	0.43497	0.686974	0.163059699432742	322	APBB1	APBB1
C16orf86	0.25927	0.686974	0.163059699432742	388284	C16orf86	C16orf86
AIMP1	0.026187	0.823692	0.0842351520237546	9255	AIMP1	AIMP1
APC	0.23212	0.928561	0.0321895608598947	324	APC	APC
ASCC3	0.25406	0.637417	0.195576358013622	10973	ASCC3	ASCC3
C15orf54	0.17108	0.999995	2.1714778382296e-06	400360	C15orf54	C15orf54
BHLHE40	0.44534	0.43651	0.360005802599712	8553	BHLHE40	BHLHE40
C22orf23	0.16312	0.913341	0.0393670463769532	84645	C22orf23	C22orf23
BRSK1	0.18715	0.686974	0.163059699432742	84446	BRSK1	BRSK1
C11orf96	0.1515	0.686974	0.163059699432742	387763	C11orf96	C11orf96
AIM2	0.18458	0.933278	0.0299889715992716	9447	AIM2	AIM2
C10orf137	0.26591	0.800405	0.0966902070602801	26098	C10orf137	C10orf137
C14orf180	0.067692	0.999995	2.1714778382296e-06	400258	C14orf180	C14orf180
CAPG	0.15256	0.253135	0.596647802467292	822	CAPG	CAPG
C9orf171	-0.062143	0.999965	1.52005728781941e-05	389799	C9orf171	C9orf171
AFAP1L2	0.29633	0.913341	0.0393670463769532	84632	AFAP1L2	AFAP1L2
C16orf11	0.26143	0.692315	0.159696258672175	146325	C16orf11	C16orf11
CALR	0.048994	0.999995	2.1714778382296e-06	811	CALR	CALR
ADRB2	0.059615	0.999995	2.1714778382296e-06	154	ADRB2	ADRB2
ANO2	0.07165	0.999995	2.1714778382296e-06	57101	ANO2	ANO2
BANF2	0.31338	0.735164	0.133615767922469	140836	BANF2	BANF2
ATP2A3	0.31625	0.859715	0.0656454957807655	489	ATP2A3	ATP2A3
ACSS2	0.26012	0.686974	0.163059699432742	55902	ACSS2	ACSS2
CAMK4	0.31185	0.57808	0.238012055776053	814	CAMK4	CAMK4
C1orf198	0.12378	0.999995	2.1714778382296e-06	84886	C1orf198	C1orf198
ACTN1	0.1878	0.913341	0.0393670463769532	87	ACTN1	ACTN1
